type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-02-09 08:05:52,47.55684241,18.45418837,16,206.622,44.388,31.800,138,9,13,,
T,2022-02-09 08:05:53,47.55661608,18.45442962,17,207.755,44.388,31.360,138,9,12,,
T,2022-02-09 08:05:54,47.55640684,18.45472456,20,209.398,44.388,31.670,137,11,12,,
T,2022-02-09 08:05:55,47.55621107,18.45503548,19,208.567,44.388,31.370,136,11,12,,
T,2022-02-09 08:05:56,47.55607104,18.45539585,19,208.000,44.388,30.990,132,11,11,,
T,2022-02-09 08:05:57,47.55588467,18.45576106,20,204.691,44.388,31.660,131,11,11,,
T,2022-02-09 08:05:58,47.55566170,18.45605013,21,204.480,44.388,32.200,134,11,11,,
T,2022-02-09 08:05:59,47.55554175,18.45639809,21,203.834,44.388,30.710,129,10,11,,
T,2022-02-09 08:06:00,47.55541799,18.45682516,18,204.133,44.388,31.950,126,8,11,,
T,2022-02-09 08:06:01,47.55520490,18.45702930,17,203.244,44.388,30.030,133,9,11,,
T,2022-02-09 08:06:02,47.55507830,18.45741060,16,204.862,44.388,30.460,126,9,11,,
T,2022-02-09 08:06:03,47.55493248,18.45779576,16,205.224,44.389,31.390,125,9,12,,
T,2022-02-09 08:06:04,47.55476702,18.45810109,17,207.548,44.389,30.560,127,10,12,,
T,2022-02-09 08:06:05,47.55470518,18.45844778,17,203.677,44.389,28.520,123,10,12,,
T,2022-02-09 08:06:06,47.55460084,18.45883733,18,205.236,44.389,29.730,119,10,12,,
T,2022-02-09 08:06:07,47.55446719,18.45922172,17,206.619,44.389,30.780,120,9,12,,
T,2022-02-09 08:06:08,47.55433027,18.45950939,17,209.607,44.389,28.960,121,10,12,,
T,2022-02-09 08:06:09,47.55420202,18.45993957,17,209.079,44.389,31.700,119,10,12,,
T,2022-02-09 08:06:10,47.55403388,18.46019936,14,209.398,44.389,28.470,123,10,12,,
T,2022-02-09 08:06:11,47.55389050,18.46054461,13,209.940,44.389,29.360,123,10,12,,
T,2022-02-09 08:06:12,47.55372633,18.46086025,14,210.332,44.389,29.410,124,10,12,,
T,2022-02-09 08:06:13,47.55359074,18.46115229,15,212.753,44.389,27.830,123,10,12,,
T,2022-02-09 08:06:14,47.55342762,18.46144744,15,214.806,44.389,28.250,125,9,11,,
T,2022-02-09 08:06:15,47.55323118,18.46180985,17,211.059,44.389,30.890,126,9,11,,
T,2022-02-09 08:06:16,47.55307630,18.46213586,18,209.939,44.389,30.340,126,8,10,,
T,2022-02-09 08:06:17,47.55291190,18.46241769,20,209.116,44.389,29.540,127,8,10,,
T,2022-02-09 08:06:18,47.55274287,18.46278544,22,205.794,44.389,30.940,126,9,10,,
T,2022-02-09 08:06:19,47.55263484,18.46311756,20,205.774,44.389,29.160,124,9,10,,
T,2022-02-09 08:06:20,47.55251557,18.46339452,23,205.873,44.389,28.500,124,10,10,,
T,2022-02-09 08:06:21,47.55234528,18.46374113,23,206.654,44.389,29.500,125,10,10,,
T,2022-02-09 08:06:22,47.55218566,18.46399438,23,209.354,44.389,28.380,125,10,10,,
T,2022-02-09 08:06:23,47.55205165,18.46437751,22,209.122,44.389,29.680,123,10,10,,
T,2022-02-09 08:06:24,47.55195127,18.46468048,20,210.129,44.389,27.730,122,10,10,,
T,2022-02-09 08:06:25,47.55179205,18.46500320,18,210.622,44.389,28.940,124,10,10,,
T,2022-02-09 08:06:26,47.55167425,18.46528903,19,213.383,44.389,27.450,122,10,10,,
T,2022-02-09 08:06:27,47.55153595,18.46554105,18,213.989,44.389,26.720,124,10,10,,
T,2022-02-09 08:06:28,47.55141025,18.46588896,18,212.097,44.390,28.060,122,10,10,,
T,2022-02-09 08:06:29,47.55126760,18.46619393,18,211.117,44.390,27.670,123,10,10,,
T,2022-02-09 08:06:30,47.55114479,18.46645426,18,212.535,44.390,26.470,124,9,11,,
T,2022-02-09 08:06:31,47.55103026,18.46683175,17,212.379,44.390,28.600,121,9,11,,
T,2022-02-09 08:06:32,47.55087563,18.46712123,18,212.761,44.390,27.940,124,9,11,,
T,2022-02-09 08:06:33,47.55068477,18.46741080,18,213.289,44.390,28.400,126,9,11,,
T,2022-02-09 08:06:34,47.55055043,18.46769514,16,212.195,44.390,27.070,125,10,11,,
T,2022-02-09 08:06:35,47.55044371,18.46799240,17,211.336,44.390,26.540,123,10,11,,
T,2022-02-09 08:06:36,47.55031125,18.46835298,18,213.326,44.390,28.100,122,10,11,,
T,2022-02-09 08:06:37,47.55012867,18.46855206,16,215.095,44.390,26.410,127,10,11,,
T,2022-02-09 08:06:38,47.54998531,18.46883652,16,215.081,44.390,27.020,126,10,11,,
T,2022-02-09 08:06:39,47.54984736,18.46913802,18,217.783,44.390,27.130,125,10,11,,
T,2022-02-09 08:06:40,47.54969015,18.46938778,19,217.748,44.390,26.970,128,9,11,,
T,2022-02-09 08:06:41,47.54953906,18.46964348,20,218.126,44.390,26.270,128,9,11,,
T,2022-02-09 08:06:42,47.54938067,18.46991341,20,214.668,44.390,26.360,128,9,11,,
T,2022-02-09 08:06:43,47.54926223,18.47024206,18,214.423,44.390,27.020,126,8,11,,
T,2022-02-09 08:06:44,47.54908343,18.47055595,18,215.214,44.390,28.130,127,8,12,,
T,2022-02-09 08:06:45,47.54897176,18.47081808,17,217.772,44.390,25.560,126,9,12,,
T,2022-02-09 08:06:46,47.54885760,18.47118025,17,219.319,44.390,27.380,122,9,12,,
T,2022-02-09 08:06:47,47.54871102,18.47145231,16,221.055,44.390,26.420,124,9,12,,
T,2022-02-09 08:06:48,47.54857043,18.47172258,16,221.308,44.390,26.430,125,10,11,,
T,2022-02-09 08:06:49,47.54843903,18.47201152,16,221.666,44.390,26.330,125,10,11,,
T,2022-02-09 08:06:50,47.54835838,18.47233528,18,222.956,44.390,25.940,120,10,11,,
T,2022-02-09 08:06:51,47.54821132,18.47258167,15,223.462,44.391,25.560,124,10,11,,
T,2022-02-09 08:06:52,47.54804111,18.47284103,16,223.778,44.391,26.500,127,10,11,,
T,2022-02-09 08:06:53,47.54789876,18.47306460,16,225.987,44.391,24.790,128,10,11,,
T,2022-02-09 08:06:54,47.54780793,18.47334104,16,228.597,44.391,24.370,124,10,12,,
T,2022-02-09 08:06:55,47.54764995,18.47363345,16,228.551,44.391,26.030,126,11,12,,
T,2022-02-09 08:06:56,47.54758366,18.47399245,15,227.035,44.391,25.700,119,11,12,,
T,2022-02-09 08:06:57,47.54748012,18.47426345,15,227.913,44.391,24.930,121,11,12,,
T,2022-02-09 08:06:58,47.54736736,18.47460280,15,228.859,44.391,26.550,120,11,12,,
T,2022-02-09 08:06:59,47.54725758,18.47475192,15,227.773,44.391,22.440,122,11,12,,
T,2022-02-09 08:07:00,47.54713600,18.47505961,15,227.695,44.391,24.880,122,10,12,,
T,2022-02-09 08:07:01,47.54696263,18.47535367,15,228.237,44.391,25.890,125,10,12,,
T,2022-02-09 08:07:02,47.54677941,18.47562521,16,226.784,44.391,26.120,127,10,12,,
T,2022-02-09 08:07:03,47.54661471,18.47590789,17,228.041,44.391,26.710,127,10,12,,
T,2022-02-09 08:07:04,47.54650029,18.47613803,18,230.723,44.391,24.440,127,10,12,,
T,2022-02-09 08:07:05,47.54638805,18.47638273,17,231.908,44.391,23.730,126,10,12,,
T,2022-02-09 08:07:06,47.54629282,18.47669474,17,231.901,44.391,24.550,123,10,12,,
T,2022-02-09 08:07:07,47.54619221,18.47696022,17,233.584,44.391,23.680,122,10,12,,
T,2022-02-09 08:07:08,47.54606638,18.47719574,16,234.471,44.391,23.410,124,11,12,,
T,2022-02-09 08:07:09,47.54592512,18.47749300,15,235.836,44.391,25.030,124,11,12,,
T,2022-02-09 08:07:10,47.54578160,18.47773169,15,235.232,44.391,24.540,126,11,12,,
T,2022-02-09 08:07:11,47.54569517,18.47795532,15,234.173,44.391,22.390,125,11,12,,
T,2022-02-09 08:07:12,47.54558527,18.47822406,15,231.193,44.391,23.160,123,11,12,,
T,2022-02-09 08:07:13,47.54546305,18.47847905,14,231.676,44.391,23.410,124,11,12,,
T,2022-02-09 08:07:14,47.54535822,18.47875905,15,232.131,44.391,23.550,122,11,12,,
T,2022-02-09 08:07:15,47.54525953,18.47901653,15,231.343,44.391,23.230,122,11,13,,
T,2022-02-09 08:07:16,47.54511353,18.47922840,14,232.905,44.391,23.050,126,11,13,,
T,2022-02-09 08:07:17,47.54501706,18.47954220,15,232.684,44.391,24.080,122,11,13,,
T,2022-02-09 08:07:18,47.54496702,18.47981466,16,234.602,44.391,22.560,120,11,13,,
T,2022-02-09 08:07:19,47.54480690,18.48008117,16,231.963,44.391,24.310,124,11,13,,
T,2022-02-09 08:07:20,47.54469654,18.48042005,16,227.113,44.391,24.820,121,11,13,,
T,2022-02-09 08:07:21,47.54453712,18.48061287,17,224.365,44.391,23.220,126,12,14,,
T,2022-02-09 08:07:22,47.54436843,18.48076854,18,223.632,44.392,22.530,128,13,14,,
T,2022-02-09 08:07:23,47.54421752,18.48099166,19,224.612,44.392,22.950,130,13,14,,
T,2022-02-09 08:07:24,47.54400428,18.48113777,16,220.319,44.392,22.990,137,13,14,,
T,2022-02-09 08:07:25,47.54392003,18.48147556,16,218.524,44.392,23.620,127,13,14,,
T,2022-02-09 08:07:26,47.54380583,18.48163814,15,217.874,44.392,21.340,131,13,14,,
T,2022-02-09 08:07:27,47.54367896,18.48187484,15,217.596,44.392,22.300,130,13,14,,
T,2022-02-09 08:07:28,47.54353450,18.48206436,14,218.570,44.392,22.080,132,12,14,,
T,2022-02-09 08:07:29,47.54336278,18.48219673,14,218.178,44.392,21.770,136,12,14,,
T,2022-02-09 08:07:30,47.54323427,18.48243244,14,217.505,44.392,22.140,134,12,14,,
T,2022-02-09 08:07:31,47.54312070,18.48265700,14,219.097,44.392,21.780,132,12,14,,
T,2022-02-09 08:07:32,47.54300059,18.48288994,14,219.317,44.392,21.870,131,12,14,,
T,2022-02-09 08:07:33,47.54282451,18.48298762,14,219.282,44.392,21.080,137,12,15,,
T,2022-02-09 08:07:34,47.54270429,18.48319899,14,222.286,44.392,21.460,136,13,15,,
T,2022-02-09 08:07:35,47.54256838,18.48337200,14,221.688,44.392,21.400,137,13,15,,
T,2022-02-09 08:07:36,47.54244219,18.48359235,14,220.364,44.392,21.520,135,13,15,,
T,2022-02-09 08:07:37,47.54232313,18.48384649,15,219.541,44.393,21.310,134,13,14,,
T,2022-02-09 08:07:38,47.54218091,18.48404030,14,220.460,44.393,21.690,139,13,14,,
T,2022-02-09 08:07:39,47.54204645,18.48423391,14,220.039,44.393,21.310,137,13,14,,
T,2022-02-09 08:07:40,47.54188605,18.48441866,15,220.053,44.393,21.690,138,12,13,,
T,2022-02-09 08:07:41,47.54173940,18.48459737,15,220.806,44.393,21.140,138,12,13,,
T,2022-02-09 08:07:42,47.54155002,18.48467340,16,220.358,44.393,20.780,143,12,13,,
T,2022-02-09 08:07:43,47.54139760,18.48484499,19,221.138,44.393,21.290,143,12,13,,
T,2022-02-09 08:07:44,47.54119794,18.48509488,23,222.059,44.393,23.210,142,11,13,,
T,2022-02-09 08:07:45,47.54107422,18.48529100,25,222.578,44.393,22.240,141,11,13,,
T,2022-02-09 08:07:46,47.54093813,18.48544112,29,222.931,44.393,21.270,141,11,13,,
T,2022-02-09 08:07:47,47.54082678,18.48564174,30,224.505,44.393,20.890,140,11,13,,
T,2022-02-09 08:07:48,47.54058122,18.48572838,30,223.230,44.394,21.490,145,11,13,,
T,2022-02-09 08:07:49,47.54050726,18.48595736,27,224.185,44.394,20.330,141,11,13,,
T,2022-02-09 08:07:50,47.54039012,18.48615272,29,222.264,44.394,20.100,140,11,13,,
T,2022-02-09 08:07:51,47.54016127,18.48620767,25,222.518,44.394,20.370,146,11,13,,
T,2022-02-09 08:07:52,47.54002100,18.48630246,29,222.300,44.394,19.300,147,11,13,,
T,2022-02-09 08:07:53,47.53985109,18.48642709,27,222.922,44.394,19.570,148,11,13,,
T,2022-02-09 08:07:54,47.53971211,18.48645948,26,222.858,44.394,18.220,152,11,13,,
T,2022-02-09 08:07:55,47.53953893,18.48655736,25,224.096,44.394,18.850,153,10,13,,
T,2022-02-09 08:07:56,47.53938255,18.48665667,25,225.757,44.395,18.780,153,10,12,,
T,2022-02-09 08:07:57,47.53922465,18.48672795,21,224.436,44.395,18.620,155,10,12,,
T,2022-02-09 08:07:58,47.53905015,18.48679929,21,224.143,44.395,18.700,157,9,12,,
T,2022-02-09 08:07:59,47.53890001,18.48693555,20,223.307,44.395,18.840,155,9,12,,
T,2022-02-09 08:08:00,47.53885689,18.48705523,17,222.572,44.395,16.620,153,9,13,,
T,2022-02-09 08:08:01,47.53870190,18.48713227,16,224.463,44.395,17.220,154,11,13,,
T,2022-02-09 08:08:02,47.53841003,18.48730946,16,222.924,44.395,23.300,154,11,14,,
T,2022-02-09 08:08:03,47.53826788,18.48740609,15,222.599,44.395,19.650,155,13,14,,
T,2022-02-09 08:08:04,47.53804023,18.48756284,17,225.213,44.396,22.090,154,13,14,,
T,2022-02-09 08:08:05,47.53791138,18.48775213,16,226.158,44.396,21.440,151,13,14,,
T,2022-02-09 08:08:06,47.53776136,18.48781456,18,225.197,44.396,20.170,153,13,14,,
T,2022-02-09 08:08:07,47.53766621,18.48806790,19,226.034,44.396,20.080,147,11,14,,
T,2022-02-09 08:08:08,47.53756089,18.48808733,18,224.712,44.396,17.650,150,11,13,,
T,2022-02-09 08:08:09,47.53745817,18.48821057,19,226.572,44.396,16.980,149,12,13,,
T,2022-02-09 08:08:10,47.53733790,18.48839275,19,227.607,44.396,17.400,146,13,13,,
T,2022-02-09 08:08:11,47.53713520,18.48839922,17,228.923,44.396,17.710,153,13,13,,
T,2022-02-09 08:08:12,47.53691255,18.48848252,15,231.617,44.396,19.360,158,13,13,,
T,2022-02-09 08:08:13,47.53678190,18.48852977,14,230.686,44.397,17.840,162,13,13,,
T,2022-02-09 08:08:14,47.53662338,18.48858038,14,232.334,44.397,18.040,161,13,13,,
T,2022-02-09 08:08:15,47.53647912,18.48862794,13,234.164,44.397,17.340,161,13,13,,
T,2022-02-09 08:08:16,47.53630369,18.48869116,13,232.480,44.397,18.250,163,11,13,,
T,2022-02-09 08:08:17,47.53614334,18.48876546,13,231.556,44.397,18.460,161,11,13,,
T,2022-02-09 08:08:18,47.53599448,18.48885255,13,233.379,44.397,17.710,162,10,13,,
T,2022-02-09 08:08:19,47.53584243,18.48893074,13,232.606,44.397,17.390,162,10,13,,
T,2022-02-09 08:08:20,47.53569793,18.48903217,12,232.216,44.398,17.630,162,11,13,,
T,2022-02-09 08:08:21,47.53556009,18.48909256,13,233.594,44.398,17.030,163,11,13,,
T,2022-02-09 08:08:22,47.53540225,18.48913981,13,233.616,44.398,17.390,165,9,13,,
T,2022-02-09 08:08:23,47.53524267,18.48921104,13,233.277,44.398,17.410,164,10,13,,
T,2022-02-09 08:08:24,47.53508431,18.48922561,13,232.671,44.398,16.610,167,11,13,,
T,2022-02-09 08:08:25,47.53493678,18.48927446,13,232.919,44.398,16.850,167,11,13,,
T,2022-02-09 08:08:26,47.53477913,18.48929467,13,231.889,44.398,16.720,170,11,13,,
T,2022-02-09 08:08:27,47.53462693,18.48934197,13,232.763,44.399,16.790,167,10,13,,
T,2022-02-09 08:08:28,47.53448229,18.48937274,13,233.944,44.399,16.480,168,10,13,,
T,2022-02-09 08:08:29,47.53433100,18.48941399,13,234.793,44.399,16.680,169,8,13,,
T,2022-02-09 08:08:30,47.53418310,18.48944901,13,234.991,44.399,17.140,169,7,13,,
T,2022-02-09 08:08:31,47.53404717,18.48947744,13,234.157,44.399,16.500,169,7,13,,
T,2022-02-09 08:08:32,47.53390040,18.48949836,13,234.775,44.399,17.000,169,7,12,,
T,2022-02-09 08:08:33,47.53375628,18.48953030,12,235.124,44.399,15.980,170,7,12,,
T,2022-02-09 08:08:34,47.53362072,18.48955138,12,235.141,44.400,15.110,172,8,12,,
T,2022-02-09 08:08:35,47.53347766,18.48956415,12,234.899,44.400,16.810,174,8,12,,
T,2022-02-09 08:08:36,47.53333463,18.48959288,12,236.379,44.400,15.690,171,8,12,,
T,2022-02-09 08:08:37,47.53318651,18.48962602,13,239.430,44.400,16.170,174,8,13,,
T,2022-02-09 08:08:38,47.53304720,18.48967025,13,239.235,44.400,16.350,176,9,13,,
T,2022-02-09 08:08:39,47.53290746,18.48970402,13,241.644,44.400,15.550,172,9,13,,
T,2022-02-09 08:08:40,47.53277248,18.48973615,13,241.631,44.400,15.550,173,9,12,,
T,2022-02-09 08:08:41,47.53263156,18.48977565,13,242.350,44.400,15.650,172,9,12,,
T,2022-02-09 08:08:42,47.53247862,18.48981300,13,242.370,44.401,15.400,169,10,11,,
T,2022-02-09 08:08:43,47.53234408,18.48982948,13,242.821,44.401,14.910,173,10,11,,
T,2022-02-09 08:08:44,47.53221222,18.48986894,12,242.804,44.401,15.030,171,9,10,,
T,2022-02-09 08:08:45,47.53207775,18.48987627,12,243.461,44.401,14.850,174,8,11,,
T,2022-02-09 08:08:46,47.53194729,18.48990966,12,243.363,44.401,14.800,171,9,11,,
T,2022-02-09 08:08:47,47.53181445,18.48992856,12,243.364,44.401,15.400,174,9,11,,
T,2022-02-09 08:08:48,47.53169236,18.48995660,12,243.071,44.401,14.430,172,9,11,,
T,2022-02-09 08:08:49,47.53156574,18.48999374,12,242.862,44.402,15.170,170,9,11,,
T,2022-02-09 08:08:50,47.53143891,18.49000365,12,241.088,44.402,14.870,174,10,11,,
T,2022-02-09 08:08:51,47.53132171,18.49003200,12,241.122,44.402,13.760,171,11,11,,
T,2022-02-09 08:08:52,47.53118558,18.49004383,11,243.001,44.402,14.410,171,11,11,,
T,2022-02-09 08:08:53,47.53104659,18.49008362,12,243.295,44.402,15.030,171,11,11,,
T,2022-02-09 08:08:54,47.53092257,18.49011232,12,241.205,44.402,14.210,173,11,11,,
T,2022-02-09 08:08:55,47.53078443,18.49013208,11,242.251,44.402,15.250,175,11,11,,
T,2022-02-09 08:08:56,47.53065004,18.49014316,11,241.958,44.402,14.440,176,10,11,,
T,2022-02-09 08:08:57,47.53052930,18.49016713,11,243.113,44.403,14.120,172,10,12,,
T,2022-02-09 08:08:58,47.53041194,18.49018414,12,243.474,44.403,13.220,171,11,12,,
T,2022-02-09 08:08:59,47.53029214,18.49020666,12,242.245,44.403,13.760,173,11,12,,
T,2022-02-09 08:09:00,47.53017826,18.49024443,11,240.698,44.403,13.420,172,11,12,,
T,2022-02-09 08:09:01,47.53003918,18.49027190,12,241.156,44.403,14.310,172,11,12,,
T,2022-02-09 08:09:02,47.52991350,18.49029823,12,240.540,44.403,13.220,174,11,12,,
T,2022-02-09 08:09:03,47.52979784,18.49031082,12,239.910,44.403,13.290,175,12,12,,
T,2022-02-09 08:09:04,47.52966901,18.49034320,12,238.941,44.403,13.740,167,12,12,,
T,2022-02-09 08:09:05,47.52953935,18.49036219,12,239.169,44.404,13.200,176,10,12,,
T,2022-02-09 08:09:06,47.52940475,18.49038039,12,239.081,44.404,13.840,176,10,12,,
T,2022-02-09 08:09:07,47.52928888,18.49040799,12,239.402,44.404,13.300,171,10,12,,
T,2022-02-09 08:09:08,47.52917749,18.49044527,12,237.590,44.404,13.030,171,9,12,,
T,2022-02-09 08:09:09,47.52906181,18.49047698,12,237.113,44.404,12.880,170,9,13,,
T,2022-02-09 08:09:10,47.52896406,18.49047900,12,236.239,44.404,11.890,175,11,13,,
T,2022-02-09 08:09:11,47.52885120,18.49050603,12,235.749,44.404,13.250,168,11,13,,
T,2022-02-09 08:09:12,47.52874216,18.49052011,12,234.579,44.404,12.400,172,11,13,,
T,2022-02-09 08:09:13,47.52863932,18.49054515,11,233.462,44.404,12.370,174,11,13,,
T,2022-02-09 08:09:14,47.52850199,18.49056525,11,233.361,44.405,13.410,171,11,14,,
T,2022-02-09 08:09:15,47.52839743,18.49057501,11,232.561,44.405,12.700,171,12,14,,
T,2022-02-09 08:09:16,47.52828370,18.49061009,12,234.478,44.405,12.550,170,10,14,,
T,2022-02-09 08:09:17,47.52816654,18.49061580,12,234.018,44.405,12.260,172,10,13,,
T,2022-02-09 08:09:18,47.52806949,18.49065474,12,233.964,44.405,11.610,166,10,13,,
T,2022-02-09 08:09:19,47.52794024,18.49067794,12,232.806,44.405,12.690,172,10,13,,
T,2022-02-09 08:09:20,47.52784032,18.49070557,13,233.107,44.405,12.010,168,10,13,,
T,2022-02-09 08:09:21,47.52772647,18.49072193,12,231.594,44.405,11.570,170,7,12,,
T,2022-02-09 08:09:22,47.52762037,18.49075855,12,232.071,44.405,11.890,171,8,12,,
T,2022-02-09 08:09:23,47.52751896,18.49079128,13,233.481,44.405,11.450,173,9,12,,
T,2022-02-09 08:09:24,47.52740388,18.49084002,12,233.318,44.406,12.790,163,9,12,,
T,2022-02-09 08:09:25,47.52730290,18.49088108,12,232.869,44.406,12.060,166,9,12,,
T,2022-02-09 08:09:26,47.52721135,18.49091528,12,233.076,44.406,11.870,168,9,12,,
T,2022-02-09 08:09:27,47.52710121,18.49097404,12,232.609,44.406,12.090,166,10,12,,
T,2022-02-09 08:09:28,47.52700325,18.49098123,12,232.858,44.406,11.590,173,9,11,,
T,2022-02-09 08:09:29,47.52692256,18.49100020,12,233.187,44.406,10.560,165,9,11,,
T,2022-02-09 08:09:30,47.52682572,18.49103619,12,234.092,44.406,11.080,165,9,11,,
T,2022-02-09 08:09:31,47.52673699,18.49106495,12,235.757,44.406,10.390,169,9,11,,
T,2022-02-09 08:09:32,47.52663500,18.49109538,13,236.278,44.406,11.850,171,9,11,,
T,2022-02-09 08:09:33,47.52655414,18.49113724,13,234.338,44.406,9.850,161,7,11,,
T,2022-02-09 08:09:34,47.52644446,18.49118292,12,234.656,44.406,12.070,164,8,11,,
T,2022-02-09 08:09:35,47.52637365,18.49121079,12,235.173,44.407,9.750,165,8,11,,
T,2022-02-09 08:09:36,47.52627533,18.49125645,12,235.254,44.407,10.160,165,8,11,,
T,2022-02-09 08:09:37,47.52619856,18.49129454,12,233.345,44.407,10.280,166,9,11,,
T,2022-02-09 08:09:38,47.52610469,18.49133191,12,231.394,44.407,10.570,161,10,11,,
T,2022-02-09 08:09:39,47.52601415,18.49136300,12,231.741,44.407,10.760,162,10,11,,
T,2022-02-09 08:09:40,47.52592123,18.49139468,12,232.259,44.407,9.540,165,9,11,,
T,2022-02-09 08:09:41,47.52582533,18.49145284,12,230.345,44.407,10.520,164,9,11,,
T,2022-02-09 08:09:42,47.52573538,18.49149982,12,229.542,44.407,10.090,163,9,12,,
T,2022-02-09 08:09:43,47.52564020,18.49155373,12,228.885,44.407,9.860,157,10,12,,
T,2022-02-09 08:09:44,47.52554393,18.49159173,12,229.475,44.407,10.660,161,10,12,,
T,2022-02-09 08:09:45,47.52544836,18.49163131,12,231.602,44.407,10.820,162,11,12,,
T,2022-02-09 08:09:46,47.52537431,18.49165539,13,233.233,44.407,9.370,168,12,12,,
T,2022-02-09 08:09:47,47.52529725,18.49173311,13,231.275,44.407,9.830,153,12,12,,
T,2022-02-09 08:09:48,47.52521073,18.49178317,13,231.334,44.407,10.210,159,12,12,,
T,2022-02-09 08:09:49,47.52512941,18.49182185,13,232.246,44.408,9.490,164,11,12,,
T,2022-02-09 08:09:50,47.52505657,18.49186935,13,231.483,44.408,9.270,161,10,12,,
T,2022-02-09 08:09:51,47.52497525,18.49190354,13,232.184,44.408,9.800,160,11,13,,
T,2022-02-09 08:09:52,47.52487897,18.49195745,12,232.967,44.408,9.770,158,11,13,,
T,2022-02-09 08:09:53,47.52480560,18.49199618,13,234.780,44.408,9.070,157,11,13,,
T,2022-02-09 08:09:54,47.52473627,18.49204056,13,235.087,44.408,9.120,158,11,13,,
T,2022-02-09 08:09:55,47.52465055,18.49210783,12,236.016,44.408,9.870,157,11,13,,
T,2022-02-09 08:09:56,47.52458108,18.49213338,12,236.310,44.408,8.670,160,12,13,,
T,2022-02-09 08:09:57,47.52449391,18.49217224,13,236.820,44.408,9.130,158,12,13,,
T,2022-02-09 08:09:58,47.52443048,18.49221057,13,236.065,44.408,8.590,157,11,13,,
T,2022-02-09 08:09:59,47.52437397,18.49225668,13,235.672,44.408,8.540,157,11,13,,
T,2022-02-09 08:10:00,47.52429364,18.49230923,12,234.193,44.408,9.210,161,11,13,,
T,2022-02-09 08:10:01,47.52423353,18.49238009,12,230.884,44.408,8.060,158,11,13,,
T,2022-02-09 08:10:02,47.52417657,18.49241591,13,230.058,44.408,7.950,154,11,13,,
T,2022-02-09 08:10:03,47.52409923,18.49240335,13,231.664,44.408,8.430,167,11,13,,
T,2022-02-09 08:10:04,47.52402149,18.49244775,13,233.295,44.408,8.940,157,12,13,,
T,2022-02-09 08:10:05,47.52394101,18.49249580,13,233.294,44.409,7.790,159,12,13,,
T,2022-02-09 08:10:06,47.52386003,18.49253279,13,232.882,44.409,9.380,159,12,13,,
T,2022-02-09 08:10:07,47.52379809,18.49259504,12,231.882,44.409,8.790,149,12,13,,
T,2022-02-09 08:10:08,47.52372824,18.49262325,13,232.736,44.409,8.270,159,12,13,,
T,2022-02-09 08:10:09,47.52365856,18.49266925,13,232.925,44.409,8.170,154,12,13,,
T,2022-02-09 08:10:10,47.52359533,18.49273723,13,233.082,44.409,8.310,154,11,13,,
T,2022-02-09 08:10:11,47.52353189,18.49278438,13,234.768,44.409,8.070,156,11,13,,
T,2022-02-09 08:10:12,47.52346076,18.49282690,13,235.935,44.409,8.060,160,11,13,,
T,2022-02-09 08:10:13,47.52338734,18.49286994,13,235.976,44.409,8.390,156,10,13,,
T,2022-02-09 08:10:14,47.52332711,18.49292473,13,236.796,44.409,6.990,157,12,13,,
T,2022-02-09 08:10:15,47.52324259,18.49294265,13,237.100,44.409,8.240,161,12,13,,
T,2022-02-09 08:10:16,47.52316581,18.49296986,13,236.935,44.409,7.830,157,12,13,,
T,2022-02-09 08:10:17,47.52310610,18.49300972,12,237.688,44.409,8.290,156,12,13,,
T,2022-02-09 08:10:18,47.52302765,18.49303364,12,238.654,44.409,7.590,160,12,13,,
T,2022-02-09 08:10:19,47.52295481,18.49305705,12,237.189,44.409,8.360,163,12,13,,
T,2022-02-09 08:10:20,47.52287865,18.49306131,12,236.296,44.409,7.770,166,12,13,,
T,2022-02-09 08:10:21,47.52280118,18.49308856,12,234.948,44.409,7.900,161,12,13,,
T,2022-02-09 08:10:22,47.52272660,18.49315241,12,237.742,44.410,8.090,155,12,13,,
T,2022-02-09 08:10:23,47.52267790,18.49318549,12,234.786,44.410,7.500,155,12,13,,
T,2022-02-09 08:10:24,47.52261465,18.49322832,12,234.971,44.410,8.240,165,12,13,,
T,2022-02-09 08:10:25,47.52254583,18.49325788,12,234.371,44.410,7.300,159,12,12,,
T,2022-02-09 08:10:26,47.52248249,18.49328469,12,233.305,44.410,7.450,163,12,12,,
T,2022-02-09 08:10:27,47.52242001,18.49330958,12,233.569,44.410,7.370,165,12,12,,
T,2022-02-09 08:10:28,47.52235704,18.49336149,12,232.430,44.410,6.930,164,12,12,,
T,2022-02-09 08:10:29,47.52228222,18.49341631,12,230.736,44.410,7.870,153,12,13,,
T,2022-02-09 08:10:30,47.52221658,18.49346513,12,232.815,44.410,8.050,159,13,13,,
T,2022-02-09 08:10:31,47.52215050,18.49352429,12,233.138,44.410,7.710,156,13,13,,
T,2022-02-09 08:10:32,47.52209133,18.49353129,12,232.820,44.410,7.500,169,13,13,,
T,2022-02-09 08:10:33,47.52202707,18.49355730,12,232.857,44.410,7.210,161,12,13,,
T,2022-02-09 08:10:34,47.52197032,18.49360166,12,232.562,44.410,7.250,156,12,13,,
T,2022-02-09 08:10:35,47.52189930,18.49361976,12,231.863,44.410,7.330,165,12,13,,
