type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-02-09 08:01:50,47.58571095,18.39264389,14,176.770,44.372,0.000,,12,13,,
T,2022-02-09 08:01:51,47.58571063,18.39264341,13,176.728,44.372,0.000,,11,13,,
T,2022-02-09 08:01:52,47.58571067,18.39264342,13,176.747,44.372,0.000,,11,13,,
T,2022-02-09 08:01:53,47.58571058,18.39264335,14,176.737,44.372,0.000,,12,13,,
T,2022-02-09 08:01:54,47.58571079,18.39264356,14,176.755,44.372,0.000,,12,12,,
T,2022-02-09 08:01:55,47.58571095,18.39264351,14,176.749,44.372,0.000,,12,12,,
T,2022-02-09 08:01:56,47.58571094,18.39264351,15,176.755,44.372,0.000,,12,12,,
T,2022-02-09 08:01:57,47.58571067,18.39264435,15,176.311,44.372,0.000,,11,13,,
T,2022-02-09 08:01:58,47.58571067,18.39264465,14,176.261,44.372,0.000,,12,13,,
T,2022-02-09 08:01:59,47.58571070,18.39264496,14,176.230,44.372,0.000,,12,13,,
T,2022-02-09 08:02:00,47.58571051,18.39264506,14,176.243,44.372,0.000,,13,13,,
T,2022-02-09 08:02:01,47.58571050,18.39264513,14,176.268,44.372,0.000,,13,13,,
T,2022-02-09 08:02:02,47.58571046,18.39264533,13,176.270,44.372,0.000,,13,13,,
T,2022-02-09 08:02:03,47.58571032,18.39264553,13,176.249,44.372,0.000,,13,13,,
T,2022-02-09 08:02:04,47.58571008,18.39264574,14,176.217,44.372,0.000,,12,13,,
T,2022-02-09 08:02:05,47.58570985,18.39264596,15,176.228,44.372,0.000,,11,13,,
T,2022-02-09 08:02:06,47.58570955,18.39264632,15,176.221,44.372,0.000,,10,13,,
T,2022-02-09 08:02:07,47.58570925,18.39264679,17,176.281,44.372,0.000,,10,13,,
T,2022-02-09 08:02:08,47.58570867,18.39264829,20,176.829,44.372,0.000,,11,13,,
T,2022-02-09 08:02:09,47.58570841,18.39264871,24,176.847,44.372,0.000,,11,13,,
T,2022-02-09 08:02:10,47.58557080,18.39275847,23,176.006,44.372,11.650,145,10,13,,
T,2022-02-09 08:02:11,47.58548161,18.39284291,25,173.238,44.372,7.920,143,11,13,,
T,2022-02-09 08:02:12,47.58536750,18.39288101,21,172.186,44.372,7.710,149,11,13,,
T,2022-02-09 08:02:13,47.58529370,18.39299232,20,172.599,44.372,9.090,147,11,13,,
T,2022-02-09 08:02:14,47.58519029,18.39313265,17,170.207,44.372,9.550,144,11,13,,
T,2022-02-09 08:02:15,47.58509736,18.39325864,17,170.015,44.372,10.400,143,10,13,,
T,2022-02-09 08:02:16,47.58501467,18.39334848,17,170.284,44.372,10.350,143,9,13,,
T,2022-02-09 08:02:17,47.58490774,18.39339683,17,170.382,44.373,10.240,146,9,13,,
T,2022-02-09 08:02:18,47.58481058,18.39349029,18,169.399,44.373,10.460,148,10,12,,
T,2022-02-09 08:02:19,47.58467909,18.39363176,18,170.992,44.373,11.920,147,9,12,,
T,2022-02-09 08:02:20,47.58460763,18.39374616,20,171.137,44.373,11.660,145,9,11,,
T,2022-02-09 08:02:21,47.58446653,18.39391574,21,171.423,44.373,13.450,144,9,11,,
T,2022-02-09 08:02:22,47.58434425,18.39407171,22,171.109,44.373,14.090,143,9,11,,
T,2022-02-09 08:02:23,47.58416915,18.39411204,19,172.148,44.373,14.460,148,9,12,,
T,2022-02-09 08:02:24,47.58405682,18.39423115,16,171.379,44.373,14.250,148,10,12,,
T,2022-02-09 08:02:25,47.58396625,18.39428994,15,170.160,44.374,13.690,150,11,12,,
T,2022-02-09 08:02:26,47.58380112,18.39441061,15,169.956,44.374,15.170,150,10,12,,
T,2022-02-09 08:02:27,47.58366980,18.39446210,15,172.185,44.374,15.270,152,11,12,,
T,2022-02-09 08:02:28,47.58357692,18.39464146,14,170.664,44.374,15.600,147,11,12,,
T,2022-02-09 08:02:29,47.58351542,18.39475933,14,171.259,44.374,14.150,144,11,12,,
T,2022-02-09 08:02:30,47.58340150,18.39479924,15,169.787,44.374,13.500,149,11,12,,
T,2022-02-09 08:02:31,47.58333314,18.39482351,15,169.669,44.374,12.020,151,10,12,,
T,2022-02-09 08:02:32,47.58320301,18.39482642,15,168.119,44.374,12.250,158,10,11,,
T,2022-02-09 08:02:33,47.58305697,18.39493657,15,167.457,44.375,13.630,156,10,11,,
T,2022-02-09 08:02:34,47.58291897,18.39508849,17,168.927,44.375,14.930,153,10,11,,
T,2022-02-09 08:02:35,47.58274386,18.39514606,16,169.116,44.375,16.670,157,9,11,,
T,2022-02-09 08:02:36,47.58251853,18.39523558,17,168.350,44.375,18.520,159,8,11,,
T,2022-02-09 08:02:37,47.58241215,18.39536197,15,169.537,44.375,17.790,157,9,11,,
T,2022-02-09 08:02:38,47.58225102,18.39544273,15,169.443,44.375,18.190,157,9,11,,
T,2022-02-09 08:02:39,47.58210754,18.39553100,14,168.423,44.376,18.280,157,9,12,,
T,2022-02-09 08:02:40,47.58193335,18.39563728,13,167.352,44.376,19.610,160,10,12,,
T,2022-02-09 08:02:41,47.58174854,18.39568317,13,167.123,44.376,19.230,161,10,12,,
T,2022-02-09 08:02:42,47.58158117,18.39580387,13,166.326,44.376,19.890,159,11,12,,
T,2022-02-09 08:02:43,47.58142592,18.39588469,12,167.100,44.376,19.390,160,11,12,,
T,2022-02-09 08:02:44,47.58125557,18.39600150,12,165.877,44.377,19.970,159,10,12,,
T,2022-02-09 08:02:45,47.58108897,18.39609217,12,163.766,44.377,20.570,160,11,12,,
T,2022-02-09 08:02:46,47.58090694,18.39618588,12,165.976,44.377,20.630,162,11,12,,
T,2022-02-09 08:02:47,47.58070378,18.39627064,12,166.108,44.377,20.830,159,11,12,,
T,2022-02-09 08:02:48,47.58053203,18.39637807,12,167.046,44.377,20.950,159,10,12,,
T,2022-02-09 08:02:49,47.58034675,18.39646926,11,168.587,44.378,22.090,160,10,12,,
T,2022-02-09 08:02:50,47.58016183,18.39657279,12,167.893,44.378,21.630,160,11,12,,
T,2022-02-09 08:02:51,47.57996730,18.39668971,12,168.158,44.378,22.160,159,10,12,,
T,2022-02-09 08:02:52,47.57979447,18.39678967,13,167.473,44.378,21.380,160,11,12,,
T,2022-02-09 08:02:53,47.57957287,18.39685877,12,168.755,44.379,23.580,165,11,12,,
T,2022-02-09 08:02:54,47.57937629,18.39693831,12,168.293,44.379,22.960,165,12,12,,
T,2022-02-09 08:02:55,47.57916779,18.39697413,12,167.199,44.379,22.550,166,12,12,,
T,2022-02-09 08:02:56,47.57897845,18.39711035,12,167.186,44.379,23.220,164,11,12,,
T,2022-02-09 08:02:57,47.57877325,18.39718279,12,168.056,44.380,23.730,166,11,12,,
T,2022-02-09 08:02:58,47.57856728,18.39723080,12,168.063,44.380,24.090,170,11,12,,
T,2022-02-09 08:02:59,47.57835425,18.39727928,12,167.724,44.380,23.940,171,11,12,,
T,2022-02-09 08:03:00,47.57814418,18.39733849,12,167.024,44.380,24.740,170,8,12,,
T,2022-02-09 08:03:01,47.57792003,18.39738126,12,167.461,44.381,24.750,171,9,12,,
T,2022-02-09 08:03:02,47.57769999,18.39738785,12,168.614,44.381,23.890,176,9,12,,
T,2022-02-09 08:03:03,47.57748851,18.39740159,12,168.693,44.381,23.990,177,9,12,,
T,2022-02-09 08:03:04,47.57726525,18.39742600,12,168.771,44.381,24.900,176,8,12,,
T,2022-02-09 08:03:05,47.57704295,18.39741072,13,168.106,44.382,23.990,179,8,12,,
T,2022-02-09 08:03:06,47.57681516,18.39737776,13,167.372,44.382,24.740,182,9,12,,
T,2022-02-09 08:03:07,47.57660035,18.39736334,13,168.055,44.382,23.650,183,8,12,,
T,2022-02-09 08:03:08,47.57636830,18.39736619,13,168.493,44.383,25.090,179,8,12,,
T,2022-02-09 08:03:09,47.57613577,18.39736361,13,169.184,44.383,25.480,181,8,12,,
T,2022-02-09 08:03:10,47.57591443,18.39735549,13,168.151,44.383,25.640,181,8,11,,
T,2022-02-09 08:03:11,47.57568954,18.39735947,13,168.807,44.384,25.530,179,8,11,,
T,2022-02-09 08:03:12,47.57546156,18.39737267,13,169.463,44.384,25.680,178,7,11,,
T,2022-02-09 08:03:13,47.57522725,18.39739638,13,168.774,44.384,26.650,177,8,12,,
T,2022-02-09 08:03:14,47.57498188,18.39744733,13,168.544,44.384,26.520,175,9,12,,
T,2022-02-09 08:03:15,47.57473879,18.39747455,14,169.187,44.385,26.350,174,9,12,,
T,2022-02-09 08:03:16,47.57449163,18.39754863,14,168.437,44.385,26.590,173,10,11,,
T,2022-02-09 08:03:17,47.57425994,18.39759164,14,168.351,44.385,26.330,172,10,11,,
T,2022-02-09 08:03:18,47.57402304,18.39767489,14,167.938,44.386,27.550,168,10,10,,
T,2022-02-09 08:03:19,47.57381090,18.39773901,14,167.770,44.386,26.230,169,10,10,,
T,2022-02-09 08:03:20,47.57357591,18.39786737,14,167.035,44.386,27.350,164,10,10,,
T,2022-02-09 08:03:21,47.57333905,18.39794975,14,167.357,44.386,26.290,166,10,11,,
T,2022-02-09 08:03:22,47.57307858,18.39807527,14,167.459,44.387,27.540,163,9,11,,
T,2022-02-09 08:03:23,47.57285588,18.39818622,13,165.873,44.387,27.990,161,9,13,,
T,2022-02-09 08:03:24,47.57262912,18.39832076,13,166.469,44.387,26.970,157,11,13,,
T,2022-02-09 08:03:25,47.57238491,18.39847039,13,166.683,44.388,27.260,159,12,13,,
T,2022-02-09 08:03:26,47.57214736,18.39864406,13,167.134,44.388,28.130,157,12,13,,
T,2022-02-09 08:03:27,47.57190581,18.39877829,14,167.003,44.388,28.260,158,12,13,,
T,2022-02-09 08:03:28,47.57163348,18.39890834,15,167.198,44.388,29.710,159,11,13,,
T,2022-02-09 08:03:29,47.57138061,18.39903917,16,167.957,44.389,29.710,158,11,13,,
T,2022-02-09 08:03:30,47.57111755,18.39915946,17,169.390,44.389,30.040,159,11,13,,
T,2022-02-09 08:03:31,47.57085009,18.39937791,17,168.999,44.389,31.730,156,9,13,,
T,2022-02-09 08:03:32,47.57066219,18.39967952,16,170.473,44.389,30.740,150,9,13,,
T,2022-02-09 08:03:33,47.57048303,18.39993117,16,170.960,44.390,29.200,148,9,13,,
T,2022-02-09 08:03:34,47.57025523,18.40010632,16,173.212,44.390,29.390,150,9,13,,
T,2022-02-09 08:03:35,47.57008972,18.40036469,17,174.413,44.390,28.690,146,9,13,,
T,2022-02-09 08:03:36,47.56986898,18.40058071,18,174.805,44.390,29.440,147,9,13,,
T,2022-02-09 08:03:37,47.56967985,18.40087152,16,175.946,44.390,29.590,143,10,13,,
T,2022-02-09 08:03:38,47.56947758,18.40107077,16,175.642,44.390,29.160,145,9,13,,
T,2022-02-09 08:03:39,47.56927945,18.40134984,16,175.279,44.391,29.690,142,8,13,,
T,2022-02-09 08:03:40,47.56912474,18.40170431,17,172.475,44.391,29.770,137,8,12,,
T,2022-02-09 08:03:41,47.56897790,18.40209042,16,169.442,44.391,30.200,133,9,11,,
T,2022-02-09 08:03:42,47.56875770,18.40234791,18,169.178,44.391,30.310,137,9,11,,
T,2022-02-09 08:03:43,47.56856839,18.40262471,22,169.290,44.391,29.940,136,9,11,,
T,2022-02-09 08:03:44,47.56839398,18.40289404,28,168.904,44.391,29.360,136,9,11,,
T,2022-02-09 08:03:45,47.56819440,18.40319093,29,166.842,44.391,30.190,136,9,10,,
T,2022-02-09 08:03:46,47.56804535,18.40350267,26,166.963,44.392,29.610,134,9,10,,
T,2022-02-09 08:03:47,47.56793274,18.40389610,24,166.554,44.392,29.880,129,9,10,,
T,2022-02-09 08:03:48,47.56773012,18.40420742,23,166.249,44.392,30.950,132,8,10,,
T,2022-02-09 08:03:49,47.56766254,18.40459000,23,168.796,44.392,28.930,124,8,10,,
T,2022-02-09 08:03:50,47.56753187,18.40492401,20,169.434,44.392,29.000,125,8,10,,
T,2022-02-09 08:03:51,47.56737089,18.40519770,19,167.950,44.392,28.210,127,9,10,,
T,2022-02-09 08:03:52,47.56721675,18.40549085,17,168.768,44.392,28.700,127,9,10,,
T,2022-02-09 08:03:53,47.56709923,18.40589338,16,167.477,44.392,29.910,123,9,10,,
T,2022-02-09 08:03:54,47.56700066,18.40628162,16,172.104,44.392,29.560,119,10,11,,
T,2022-02-09 08:03:55,47.56682478,18.40665396,17,172.671,44.392,31.440,122,10,10,,
T,2022-02-09 08:03:56,47.56665656,18.40698528,18,172.131,44.392,31.320,124,10,10,,
T,2022-02-09 08:03:57,47.56651367,18.40736392,19,175.576,44.392,31.690,121,9,10,,
T,2022-02-09 08:03:58,47.56647893,18.40777560,19,174.985,44.392,30.510,117,9,10,,
T,2022-02-09 08:03:59,47.56635439,18.40817244,23,175.339,44.392,31.290,117,9,10,,
T,2022-02-09 08:04:00,47.56620221,18.40854593,28,176.663,44.392,31.760,118,8,10,,
T,2022-02-09 08:04:01,47.56610194,18.40886422,36,178.988,44.392,30.240,117,8,10,,
T,2022-02-09 08:04:02,47.56584899,18.40906579,32,179.646,44.393,29.780,122,8,10,,
T,2022-02-09 08:04:03,47.56570959,18.40947852,27,179.619,44.393,30.810,121,9,10,,
T,2022-02-09 08:04:04,47.56557222,18.40986472,24,180.338,44.393,31.670,120,9,10,,
T,2022-02-09 08:04:05,47.56534458,18.41015932,23,179.749,44.393,32.110,126,9,10,,
T,2022-02-09 08:04:06,47.56518488,18.41054219,22,180.116,44.393,32.250,123,9,10,,
T,2022-02-09 08:04:07,47.56505793,18.41088387,18,180.942,44.393,31.430,122,9,10,,
T,2022-02-09 08:04:08,47.56488213,18.41127220,18,181.261,44.393,32.670,123,9,10,,
T,2022-02-09 08:04:09,47.56476647,18.41166301,17,183.477,44.393,32.090,120,9,10,,
T,2022-02-09 08:04:10,47.56463804,18.41201083,16,182.842,44.393,31.490,120,9,10,,
T,2022-02-09 08:04:11,47.56463174,18.41246585,16,183.436,44.393,31.780,110,9,10,,
T,2022-02-09 08:04:12,47.56452557,18.41283451,15,183.431,44.393,31.450,113,9,10,,
T,2022-02-09 08:04:13,47.56445590,18.41323782,15,181.526,44.393,31.600,111,9,10,,
T,2022-02-09 08:04:14,47.56439005,18.41368443,15,182.510,44.393,32.420,108,9,10,,
T,2022-02-09 08:04:15,47.56431594,18.41407992,15,183.857,44.393,31.820,108,9,10,,
T,2022-02-09 08:04:16,47.56421431,18.41450715,15,183.054,44.393,32.490,109,10,10,,
T,2022-02-09 08:04:17,47.56416314,18.41491782,15,185.170,44.393,32.010,106,10,10,,
T,2022-02-09 08:04:18,47.56408754,18.41535290,16,184.647,44.393,32.570,106,10,10,,
T,2022-02-09 08:04:19,47.56397953,18.41574972,17,184.781,44.393,32.340,108,10,10,,
T,2022-02-09 08:04:20,47.56389991,18.41614700,19,186.954,44.393,32.180,107,9,11,,
T,2022-02-09 08:04:21,47.56377841,18.41657757,18,187.324,44.393,33.020,109,10,11,,
T,2022-02-09 08:04:22,47.56362764,18.41696993,18,186.713,44.393,32.730,112,10,11,,
T,2022-02-09 08:04:23,47.56348415,18.41733446,16,186.025,44.393,32.190,113,10,11,,
T,2022-02-09 08:04:24,47.56338491,18.41768597,15,186.985,44.393,31.240,112,11,11,,
T,2022-02-09 08:04:25,47.56332765,18.41810335,15,186.341,44.393,31.720,109,11,11,,
T,2022-02-09 08:04:26,47.56326585,18.41852837,15,185.611,44.393,32.170,107,11,11,,
T,2022-02-09 08:04:27,47.56326661,18.41894861,14,186.035,44.392,31.790,102,11,12,,
T,2022-02-09 08:04:28,47.56318999,18.41944085,14,183.839,44.392,33.850,104,12,12,,
T,2022-02-09 08:04:29,47.56318325,18.41986968,15,183.416,44.392,32.490,100,12,12,,
T,2022-02-09 08:04:30,47.56314371,18.42030391,15,184.232,44.392,32.490,100,11,12,,
T,2022-02-09 08:04:31,47.56312353,18.42075886,16,185.040,44.392,32.780,99,10,12,,
T,2022-02-09 08:04:32,47.56305030,18.42122812,16,185.460,44.392,33.620,100,10,12,,
T,2022-02-09 08:04:33,47.56305246,18.42161975,15,186.388,44.392,32.080,95,11,12,,
T,2022-02-09 08:04:34,47.56305486,18.42203542,15,187.073,44.392,32.080,93,11,12,,
T,2022-02-09 08:04:35,47.56312332,18.42249234,15,189.327,44.391,33.390,89,10,12,,
T,2022-02-09 08:04:36,47.56307931,18.42291895,14,189.489,44.391,32.520,93,11,12,,
T,2022-02-09 08:04:37,47.56307755,18.42332801,14,190.249,44.391,32.440,92,10,12,,
T,2022-02-09 08:04:38,47.56314097,18.42377334,15,192.704,44.391,33.250,88,10,12,,
T,2022-02-09 08:04:39,47.56314772,18.42420730,15,192.816,44.391,32.570,89,9,13,,
T,2022-02-09 08:04:40,47.56314340,18.42466044,14,193.321,44.391,33.130,90,12,13,,
T,2022-02-09 08:04:41,47.56320624,18.42513518,14,194.210,44.390,34.050,86,12,13,,
T,2022-02-09 08:04:42,47.56318152,18.42557330,14,194.354,44.390,33.750,90,12,13,,
T,2022-02-09 08:04:43,47.56319872,18.42601078,14,194.750,44.390,33.750,88,12,13,,
T,2022-02-09 08:04:44,47.56327810,18.42647642,14,196.391,44.390,34.410,84,13,13,,
T,2022-02-09 08:04:45,47.56329842,18.42689134,15,196.358,44.390,32.910,86,13,13,,
T,2022-02-09 08:04:46,47.56325813,18.42738736,15,195.487,44.389,34.610,89,9,13,,
T,2022-02-09 08:04:47,47.56327098,18.42779012,15,197.492,44.389,33.050,88,10,13,,
T,2022-02-09 08:04:48,47.56337092,18.42825928,16,197.996,44.389,34.410,83,10,13,,
T,2022-02-09 08:04:49,47.56339607,18.42870590,16,198.786,44.389,33.630,85,9,13,,
T,2022-02-09 08:04:50,47.56350960,18.42922570,16,198.871,44.389,35.610,81,9,13,,
T,2022-02-09 08:04:51,47.56353314,18.42967185,15,201.607,44.388,34.660,83,9,13,,
T,2022-02-09 08:04:52,47.56351199,18.43010587,15,203.095,44.388,33.910,86,11,14,,
T,2022-02-09 08:04:53,47.56351417,18.43059412,17,204.470,44.388,35.570,87,11,14,,
T,2022-02-09 08:04:54,47.56354212,18.43099890,16,206.714,44.388,33.210,85,11,14,,
T,2022-02-09 08:04:55,47.56351834,18.43135904,15,206.425,44.388,31.190,87,13,14,,
T,2022-02-09 08:04:56,47.56345777,18.43184508,15,206.772,44.388,34.780,92,13,14,,
T,2022-02-09 08:04:57,47.56341720,18.43229860,14,209.016,44.388,34.170,92,14,14,,
T,2022-02-09 08:04:58,47.56340579,18.43275965,14,203.039,44.387,34.200,92,13,14,,
T,2022-02-09 08:04:59,47.56340218,18.43324098,14,204.323,44.387,34.340,92,12,14,,
T,2022-02-09 08:05:00,47.56340013,18.43370677,14,206.623,44.387,34.530,91,12,14,,
T,2022-02-09 08:05:01,47.56332264,18.43415038,14,206.278,44.387,34.350,95,12,14,,
T,2022-02-09 08:05:02,47.56331598,18.43462628,13,205.346,44.387,34.610,94,12,14,,
T,2022-02-09 08:05:03,47.56323879,18.43505831,13,205.951,44.387,34.360,97,11,14,,
T,2022-02-09 08:05:04,47.56316365,18.43548489,13,204.373,44.387,34.220,99,11,14,,
T,2022-02-09 08:05:05,47.56313871,18.43595252,13,204.722,44.387,34.570,97,10,14,,
T,2022-02-09 08:05:06,47.56304045,18.43637172,13,204.887,44.387,34.110,101,11,14,,
T,2022-02-09 08:05:07,47.56299429,18.43682199,13,204.534,44.387,34.450,100,11,14,,
T,2022-02-09 08:05:08,47.56294621,18.43728695,13,205.305,44.386,34.590,100,11,14,,
T,2022-02-09 08:05:09,47.56292762,18.43775800,12,206.169,44.386,34.660,99,11,14,,
T,2022-02-09 08:05:10,47.56282046,18.43817554,12,206.993,44.386,34.270,103,12,14,,
T,2022-02-09 08:05:11,47.56278100,18.43864017,11,206.712,44.386,34.860,101,12,14,,
T,2022-02-09 08:05:12,47.56274673,18.43911037,11,205.583,44.386,34.690,101,12,14,,
T,2022-02-09 08:05:13,47.56270627,18.43957574,11,200.387,44.386,34.580,101,12,14,,
T,2022-02-09 08:05:14,47.56262906,18.44002928,12,196.191,44.386,34.740,102,12,14,,
T,2022-02-09 08:05:15,47.56254014,18.44047818,12,195.602,44.386,34.710,104,11,13,,
T,2022-02-09 08:05:16,47.56247541,18.44091159,12,197.332,44.386,34.530,103,11,13,,
T,2022-02-09 08:05:17,47.56239091,18.44135558,12,196.567,44.386,34.500,104,11,13,,
T,2022-02-09 08:05:18,47.56230024,18.44178796,12,194.571,44.386,34.650,104,11,13,,
T,2022-02-09 08:05:19,47.56223342,18.44224048,12,193.103,44.386,34.730,104,11,12,,
T,2022-02-09 08:05:20,47.56214262,18.44267724,12,194.243,44.385,34.600,105,11,12,,
T,2022-02-09 08:05:21,47.56209057,18.44314873,12,195.347,44.385,34.990,104,12,12,,
T,2022-02-09 08:05:22,47.56196785,18.44358538,13,194.679,44.385,34.930,107,12,12,,
T,2022-02-09 08:05:23,47.56187719,18.44402218,14,194.750,44.385,34.690,107,12,12,,
T,2022-02-09 08:05:24,47.56174701,18.44443655,14,194.801,44.385,34.470,110,12,12,,
T,2022-02-09 08:05:25,47.56162947,18.44485867,14,195.235,44.385,34.460,111,12,12,,
T,2022-02-09 08:05:26,47.56155978,18.44529999,14,195.307,44.385,34.150,109,11,12,,
T,2022-02-09 08:05:27,47.56144501,18.44573686,14,195.489,44.385,34.320,111,10,12,,
T,2022-02-09 08:05:28,47.56129322,18.44614531,15,195.723,44.385,34.550,113,11,12,,
T,2022-02-09 08:05:29,47.56113097,18.44653831,15,193.488,44.385,34.340,115,11,12,,
T,2022-02-09 08:05:30,47.56098540,18.44692358,17,194.840,44.385,33.880,116,10,12,,
T,2022-02-09 08:05:31,47.56081560,18.44733121,18,194.828,44.385,34.690,117,10,12,,
T,2022-02-09 08:05:32,47.56069247,18.44773643,20,196.549,44.385,34.180,116,10,12,,
T,2022-02-09 08:05:33,47.56051594,18.44808204,20,196.446,44.386,33.250,118,10,13,,
T,2022-02-09 08:05:34,47.56033707,18.44847633,22,202.755,44.386,34.210,119,9,13,,
T,2022-02-09 08:05:35,47.56015652,18.44886645,20,201.453,44.386,34.670,120,9,13,,
T,2022-02-09 08:05:36,47.55992923,18.44913677,15,201.060,44.386,32.940,125,10,13,,
T,2022-02-09 08:05:37,47.55976231,18.44952060,15,199.888,44.386,33.560,125,9,13,,
T,2022-02-09 08:05:38,47.55965918,18.44994214,15,199.851,44.386,33.120,122,9,13,,
T,2022-02-09 08:05:39,47.55945550,18.45023716,16,199.774,44.386,32.640,126,9,13,,
T,2022-02-09 08:05:40,47.55932532,18.45057993,20,200.156,44.386,31.890,124,10,13,,
T,2022-02-09 08:05:41,47.55908468,18.45090840,18,197.285,44.386,33.770,128,10,13,,
T,2022-02-09 08:05:42,47.55889439,18.45123189,17,198.646,44.386,32.780,128,10,13,,
T,2022-02-09 08:05:43,47.55872744,18.45162940,18,198.773,44.386,33.310,126,10,13,,
T,2022-02-09 08:05:44,47.55861921,18.45202315,20,200.797,44.386,32.720,122,10,13,,
T,2022-02-09 08:05:45,47.55829349,18.45215067,19,200.539,44.387,32.340,136,11,13,,
T,2022-02-09 08:05:46,47.55809506,18.45247181,19,202.057,44.387,32.330,132,11,13,,
T,2022-02-09 08:05:47,47.55793543,18.45282918,19,204.738,44.387,32.140,129,11,13,,
T,2022-02-09 08:05:48,47.55768903,18.45307519,21,205.308,44.387,32.110,135,10,13,,
T,2022-02-09 08:05:49,47.55748254,18.45335191,21,206.059,44.387,31.700,134,10,13,,
T,2022-02-09 08:05:50,47.55727026,18.45365450,19,206.352,44.387,32.040,134,10,13,,
T,2022-02-09 08:05:51,47.55708735,18.45393723,16,208.047,44.387,31.250,134,9,13,,
