type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-09-29 14:30:15,47.65559767,17.66621448,4,129.500,44.237,10.760,327,21,28,,
T,2021-09-29 14:30:16,47.65566448,17.66615410,4,129.320,44.237,8.900,327,22,28,,
T,2021-09-29 14:30:17,47.65571727,17.66611130,4,129.415,44.237,7.130,330,22,28,,
T,2021-09-29 14:30:18,47.65576800,17.66607174,4,129.388,44.237,6.540,338,22,28,,
T,2021-09-29 14:30:19,47.65581598,17.66606296,4,129.492,44.237,6.180,355,22,28,,
T,2021-09-29 14:30:20,47.65587617,17.66606333,4,130.198,44.237,6.490,7,23,28,,
T,2021-09-29 14:30:21,47.65593102,17.66607490,4,130.710,44.237,6.550,0,25,28,,
T,2021-09-29 14:30:22,47.65599201,17.66604545,4,131.994,44.236,6.990,344,25,28,,
T,2021-09-29 14:30:23,47.65606239,17.66600480,4,131.730,44.236,8.480,337,25,28,,
T,2021-09-29 14:30:24,47.65613846,17.66596119,4,131.437,44.236,9.230,338,25,28,,
T,2021-09-29 14:30:25,47.65621368,17.66591633,4,131.772,44.236,9.320,340,25,28,,
T,2021-09-29 14:30:26,47.65629580,17.66587270,4,132.120,44.236,9.810,339,25,28,,
T,2021-09-29 14:30:27,47.65637799,17.66582626,4,132.234,44.236,9.860,339,25,28,,
T,2021-09-29 14:30:28,47.65646520,17.66577458,4,132.646,44.235,10.010,339,24,28,,
T,2021-09-29 14:30:29,47.65654825,17.66573293,4,132.501,44.235,9.680,342,24,28,,
T,2021-09-29 14:30:30,47.65662798,17.66570337,4,132.345,44.235,9.310,347,23,28,,
T,2021-09-29 14:30:31,47.65670504,17.66568679,4,132.265,44.235,8.980,350,24,28,,
T,2021-09-29 14:30:32,47.65678192,17.66566700,4,132.268,44.235,8.740,353,23,28,,
T,2021-09-29 14:30:33,47.65685466,17.66565638,4,132.909,44.234,8.460,354,24,28,,
T,2021-09-29 14:30:34,47.65693090,17.66563881,4,133.287,44.234,8.120,353,24,28,,
T,2021-09-29 14:30:35,47.65700645,17.66561774,4,132.130,44.234,8.600,352,24,28,,
T,2021-09-29 14:30:36,47.65708161,17.66559489,4,132.386,44.234,8.900,351,23,28,,
T,2021-09-29 14:30:37,47.65715748,17.66557266,4,132.590,44.234,8.800,352,23,28,,
T,2021-09-29 14:30:38,47.65723541,17.66555863,4,132.963,44.234,8.730,352,23,28,,
T,2021-09-29 14:30:39,47.65731137,17.66553786,4,133.164,44.233,8.860,349,23,28,,
T,2021-09-29 14:30:40,47.65738852,17.66550873,4,133.187,44.233,8.780,346,23,28,,
T,2021-09-29 14:30:41,47.65746574,17.66547568,4,133.490,44.233,8.850,344,23,28,,
T,2021-09-29 14:30:42,47.65754068,17.66544210,4,133.851,44.233,8.950,342,23,28,,
T,2021-09-29 14:30:43,47.65761652,17.66540531,4,133.835,44.233,8.880,340,23,28,,
T,2021-09-29 14:30:44,47.65769102,17.66536150,4,133.490,44.232,8.860,337,24,28,,
T,2021-09-29 14:30:45,47.65776938,17.66531485,4,133.257,44.232,9.170,336,24,28,,
T,2021-09-29 14:30:46,47.65784544,17.66526218,4,133.142,44.232,9.470,333,25,28,,
T,2021-09-29 14:30:47,47.65792198,17.66520869,4,133.062,44.232,9.520,332,24,28,,
T,2021-09-29 14:30:48,47.65800021,17.66514908,4,133.230,44.232,9.600,331,25,28,,
T,2021-09-29 14:30:49,47.65807486,17.66508418,4,133.414,44.232,9.620,330,24,28,,
T,2021-09-29 14:30:50,47.65814831,17.66502296,4,133.150,44.231,9.480,329,24,28,,
T,2021-09-29 14:30:51,47.65822283,17.66495807,4,133.012,44.231,9.370,329,23,28,,
T,2021-09-29 14:30:52,47.65829737,17.66489446,4,133.008,44.231,9.210,329,22,28,,
T,2021-09-29 14:30:53,47.65836276,17.66483477,4,132.927,44.231,8.990,329,21,28,,
T,2021-09-29 14:30:54,47.65842774,17.66477984,4,132.823,44.231,8.790,329,19,28,,
T,2021-09-29 14:30:55,47.65849792,17.66471674,4,132.462,44.231,8.940,329,19,28,,
T,2021-09-29 14:30:56,47.65856792,17.66465582,4,132.603,44.230,9.090,330,19,28,,
T,2021-09-29 14:30:57,47.65864102,17.66459388,4,132.855,44.230,8.820,329,21,28,,
T,2021-09-29 14:30:58,47.65871811,17.66453251,4,131.525,44.230,8.360,329,21,28,,
T,2021-09-29 14:30:59,47.65878334,17.66446470,4,132.287,44.230,8.140,330,22,28,,
T,2021-09-29 14:31:00,47.65884629,17.66440890,4,132.367,44.230,7.860,332,23,28,,
T,2021-09-29 14:31:01,47.65891025,17.66435923,4,132.457,44.230,8.250,332,23,28,,
T,2021-09-29 14:31:02,47.65898321,17.66430071,4,132.226,44.229,8.830,331,23,28,,
T,2021-09-29 14:31:03,47.65905375,17.66424623,4,131.818,44.229,9.030,329,23,28,,
T,2021-09-29 14:31:04,47.65912348,17.66418237,4,131.694,44.229,9.120,327,23,28,,
T,2021-09-29 14:31:05,47.65919003,17.66411547,4,131.427,44.229,9.150,325,21,28,,
T,2021-09-29 14:31:06,47.65925309,17.66404857,4,130.170,44.229,9.170,323,20,28,,
T,2021-09-29 14:31:07,47.65931705,17.66397670,4,129.806,44.229,9.250,321,19,28,,
T,2021-09-29 14:31:08,47.65937956,17.66390357,4,128.897,44.228,9.200,321,19,28,,
T,2021-09-29 14:31:09,47.65944470,17.66383007,4,128.364,44.228,9.020,322,20,28,,
T,2021-09-29 14:31:10,47.65950813,17.66376160,4,127.879,44.228,9.140,324,20,28,,
T,2021-09-29 14:31:11,47.65957274,17.66369265,4,127.794,44.228,8.710,325,20,28,,
T,2021-09-29 14:31:12,47.65963289,17.66363435,4,127.951,44.228,7.740,324,19,28,,
T,2021-09-29 14:31:13,47.65968027,17.66358109,4,127.694,44.228,6.630,323,20,28,,
T,2021-09-29 14:31:14,47.65972379,17.66352817,4,128.337,44.228,6.030,322,20,28,,
T,2021-09-29 14:31:15,47.65977148,17.66347465,4,128.886,44.228,6.400,323,20,28,,
T,2021-09-29 14:31:16,47.65982310,17.66341534,4,128.484,44.227,7.440,320,20,28,,
T,2021-09-29 14:31:17,47.65987355,17.66334573,4,127.473,44.227,8.660,317,20,28,,
T,2021-09-29 14:31:18,47.65993432,17.66325709,4,126.510,44.227,9.610,316,19,28,,
T,2021-09-29 14:31:19,47.65999718,17.66317012,4,126.127,44.227,9.910,316,19,28,,
T,2021-09-29 14:31:20,47.66006387,17.66308293,4,125.937,44.227,9.990,318,19,28,,
T,2021-09-29 14:31:21,47.66013169,17.66299589,4,125.889,44.227,10.070,319,21,28,,
T,2021-09-29 14:31:22,47.66020000,17.66290770,4,125.336,44.227,10.110,319,21,28,,
T,2021-09-29 14:31:23,47.66026939,17.66281826,4,125.034,44.226,10.150,320,19,28,,
T,2021-09-29 14:31:24,47.66033666,17.66273054,4,125.048,44.226,10.070,320,20,28,,
T,2021-09-29 14:31:25,47.66040926,17.66264067,4,124.831,44.226,9.970,319,20,28,,
T,2021-09-29 14:31:26,47.66047820,17.66255083,4,124.866,44.226,9.960,319,20,28,,
T,2021-09-29 14:31:27,47.66054634,17.66246302,4,124.634,44.226,9.850,318,20,28,,
T,2021-09-29 14:31:28,47.66060823,17.66237843,4,123.616,44.226,9.800,319,20,28,,
T,2021-09-29 14:31:29,47.66067701,17.66229600,4,123.620,44.225,9.800,321,20,28,,
T,2021-09-29 14:31:30,47.66074415,17.66221502,4,123.310,44.225,9.680,321,20,28,,
T,2021-09-29 14:31:31,47.66081605,17.66213246,4,123.545,44.225,9.640,321,21,28,,
T,2021-09-29 14:31:32,47.66088532,17.66205277,4,123.095,44.225,9.570,322,22,28,,
T,2021-09-29 14:31:33,47.66095618,17.66197693,4,122.905,44.225,9.500,324,23,28,,
T,2021-09-29 14:31:34,47.66102630,17.66190428,4,122.859,44.225,9.510,325,23,28,,
T,2021-09-29 14:31:35,47.66109297,17.66182862,4,125.453,44.224,9.430,322,23,28,,
T,2021-09-29 14:31:36,47.66116082,17.66174945,4,124.160,44.224,9.370,321,23,28,,
T,2021-09-29 14:31:37,47.66122603,17.66167043,4,123.275,44.224,9.430,322,23,28,,
T,2021-09-29 14:31:38,47.66129309,17.66159172,4,122.421,44.224,9.550,322,22,28,,
T,2021-09-29 14:31:39,47.66136464,17.66151339,4,122.185,44.224,9.720,322,21,28,,
T,2021-09-29 14:31:40,47.66143826,17.66143058,4,121.356,44.224,9.850,322,21,28,,
T,2021-09-29 14:31:41,47.66150387,17.66134857,4,121.267,44.223,9.810,321,21,28,,
T,2021-09-29 14:31:42,47.66156954,17.66126484,4,121.284,44.223,9.720,321,21,28,,
T,2021-09-29 14:31:43,47.66163157,17.66118946,4,121.053,44.223,9.390,321,21,28,,
T,2021-09-29 14:31:44,47.66169322,17.66111289,4,121.258,44.223,9.100,321,21,28,,
T,2021-09-29 14:31:45,47.66175058,17.66104539,4,120.833,44.223,8.290,320,21,28,,
T,2021-09-29 14:31:46,47.66180462,17.66098088,4,120.391,44.223,7.720,320,20,28,,
T,2021-09-29 14:31:47,47.66186219,17.66092164,4,119.797,44.223,7.370,323,20,28,,
T,2021-09-29 14:31:48,47.66191494,17.66086456,4,119.750,44.222,7.320,322,20,28,,
T,2021-09-29 14:31:49,47.66196615,17.66080695,4,119.239,44.222,7.140,321,20,28,,
T,2021-09-29 14:31:50,47.66201169,17.66074850,4,118.797,44.222,6.820,319,20,28,,
T,2021-09-29 14:31:51,47.66205074,17.66069923,4,118.566,44.222,5.800,318,19,28,,
T,2021-09-29 14:31:52,47.66208188,17.66065221,4,118.378,44.222,5.020,318,19,28,,
T,2021-09-29 14:31:53,47.66210920,17.66061263,4,117.929,44.222,4.130,321,17,28,,
T,2021-09-29 14:31:54,47.66213146,17.66059092,4,118.082,44.222,3.070,324,16,28,,
T,2021-09-29 14:31:55,47.66214101,17.66058323,4,117.997,44.222,1.540,327,17,28,,
T,2021-09-29 14:31:56,47.66214632,17.66057867,4,118.222,44.222,0.470,327,17,28,,
T,2021-09-29 14:31:57,47.66215052,17.66057372,4,118.490,44.222,0.320,328,19,28,,
T,2021-09-29 14:31:58,47.66215254,17.66057450,4,118.348,44.222,0.290,328,19,28,,
T,2021-09-29 14:31:59,47.66215454,17.66057723,4,118.514,44.222,0.000,,20,28,,
T,2021-09-29 14:32:00,47.66215936,17.66057421,4,118.886,44.222,0.520,328,20,28,,
T,2021-09-29 14:32:01,47.66217501,17.66056918,4,118.415,44.222,2.000,338,21,28,,
T,2021-09-29 14:32:02,47.66221178,17.66057601,4,117.887,44.222,4.040,21,21,28,,
T,2021-09-29 14:32:03,47.66226168,17.66062054,4,118.224,44.222,5.410,43,21,28,,
T,2021-09-29 14:32:04,47.66231596,17.66068259,4,118.069,44.222,6.970,43,22,28,,
T,2021-09-29 14:32:05,47.66236955,17.66074160,4,118.109,44.221,7.450,39,22,28,,
T,2021-09-29 14:32:06,47.66243319,17.66081275,4,117.904,44.221,8.740,39,24,28,,
T,2021-09-29 14:32:07,47.66250055,17.66088471,4,117.023,44.221,9.400,38,23,28,,
T,2021-09-29 14:32:08,47.66257214,17.66096784,4,116.712,44.221,9.960,37,23,28,,
T,2021-09-29 14:32:09,47.66264796,17.66105176,4,116.156,44.221,10.480,36,23,28,,
T,2021-09-29 14:32:10,47.66273075,17.66114167,4,116.281,44.221,11.000,35,22,28,,
T,2021-09-29 14:32:11,47.66281694,17.66121829,4,116.783,44.220,11.110,35,22,28,,
T,2021-09-29 14:32:12,47.66289460,17.66130893,4,117.107,44.220,11.150,36,21,28,,
T,2021-09-29 14:32:13,47.66296944,17.66138158,4,116.825,44.220,10.580,36,21,28,,
T,2021-09-29 14:32:14,47.66304657,17.66146093,4,117.710,44.220,10.250,36,21,28,,
T,2021-09-29 14:32:15,47.66311664,17.66152960,4,118.237,44.220,9.260,34,24,28,,
T,2021-09-29 14:32:16,47.66318149,17.66159349,4,118.104,44.219,8.660,33,23,28,,
T,2021-09-29 14:32:17,47.66324650,17.66165020,4,118.724,44.219,8.220,33,23,28,,
T,2021-09-29 14:32:18,47.66330623,17.66170907,4,119.070,44.219,7.800,33,23,28,,
T,2021-09-29 14:32:19,47.66335634,17.66175469,4,119.600,44.219,6.970,33,23,28,,
T,2021-09-29 14:32:20,47.66340853,17.66180352,4,120.056,44.219,6.910,33,23,28,,
T,2021-09-29 14:32:21,47.66345122,17.66184104,4,120.101,44.219,6.350,33,22,28,,
T,2021-09-29 14:32:22,47.66347110,17.66186150,4,119.740,44.219,4.490,33,21,28,,
T,2021-09-29 14:32:23,47.66350698,17.66189847,4,120.216,44.219,4.410,32,21,28,,
T,2021-09-29 14:32:24,47.66353997,17.66193146,4,119.791,44.219,3.820,32,21,28,,
T,2021-09-29 14:32:25,47.66355710,17.66194896,4,119.961,44.219,2.790,32,21,28,,
T,2021-09-29 14:32:26,47.66357795,17.66196613,4,119.144,44.218,2.310,31,22,28,,
T,2021-09-29 14:32:27,47.66359133,17.66197886,4,118.457,44.218,1.810,31,21,28,,
T,2021-09-29 14:32:28,47.66360556,17.66199357,4,118.248,44.218,1.950,31,21,28,,
T,2021-09-29 14:32:29,47.66362210,17.66200935,4,118.300,44.218,1.980,31,20,28,,
T,2021-09-29 14:32:30,47.66363782,17.66202513,4,118.220,44.218,1.820,31,21,28,,
T,2021-09-29 14:32:31,47.66364678,17.66203631,4,119.031,44.218,1.000,31,21,28,,
T,2021-09-29 14:32:32,47.66365472,17.66204403,4,119.410,44.218,0.800,31,22,28,,
T,2021-09-29 14:32:33,47.66365906,17.66204785,4,119.319,44.218,0.410,31,22,28,,
T,2021-09-29 14:32:34,47.66366063,17.66204839,4,118.842,44.218,0.000,,21,28,,
T,2021-09-29 14:32:35,47.66366447,17.66204919,4,118.492,44.218,0.000,,21,28,,
T,2021-09-29 14:32:36,47.66366739,17.66205137,4,118.819,44.218,0.000,,21,28,,
T,2021-09-29 14:32:37,47.66367207,17.66205157,4,119.474,44.218,0.000,,20,28,,
T,2021-09-29 14:32:38,47.66367608,17.66205527,4,119.540,44.218,0.200,31,20,28,,
T,2021-09-29 14:32:39,47.66367663,17.66206303,4,119.859,44.218,0.000,,21,28,,
T,2021-09-29 14:32:40,47.66367847,17.66206386,4,119.516,44.218,0.000,,21,28,,
T,2021-09-29 14:32:41,47.66367912,17.66206298,4,119.815,44.218,0.000,,21,28,,
T,2021-09-29 14:32:42,47.66367940,17.66206337,4,119.479,44.218,0.000,,21,28,,
T,2021-09-29 14:32:43,47.66367801,17.66206521,4,120.332,44.218,0.000,,21,28,,
T,2021-09-29 14:32:44,47.66368098,17.66206854,4,120.408,44.218,0.280,31,22,28,,
T,2021-09-29 14:32:45,47.66369152,17.66207953,4,120.164,44.218,1.110,30,23,28,,
T,2021-09-29 14:32:46,47.66370384,17.66208962,4,119.702,44.218,1.240,30,23,28,,
T,2021-09-29 14:32:47,47.66371723,17.66209954,4,119.361,44.218,1.250,31,23,28,,
T,2021-09-29 14:32:48,47.66372814,17.66210684,4,119.408,44.218,0.940,31,24,28,,
T,2021-09-29 14:32:49,47.66373240,17.66210903,4,119.098,44.218,0.330,31,24,28,,
T,2021-09-29 14:32:50,47.66373434,17.66210916,4,119.256,44.218,0.000,,23,28,,
T,2021-09-29 14:32:51,47.66373606,17.66210936,4,119.334,44.218,0.000,,23,27,,
T,2021-09-29 14:32:52,47.66373957,17.66211076,4,119.049,44.218,0.390,31,23,27,,
T,2021-09-29 14:32:53,47.66374791,17.66211547,4,119.044,44.218,0.910,31,23,27,,
T,2021-09-29 14:32:54,47.66375857,17.66212185,4,118.903,44.218,1.090,31,22,27,,
T,2021-09-29 14:32:55,47.66376814,17.66212875,4,119.019,44.218,1.070,31,22,27,,
T,2021-09-29 14:32:56,47.66377783,17.66213689,4,119.319,44.218,1.070,31,22,27,,
T,2021-09-29 14:32:57,47.66378480,17.66214358,4,119.502,44.218,0.760,31,22,27,,
T,2021-09-29 14:32:58,47.66378996,17.66214854,4,119.343,44.218,0.660,31,22,27,,
T,2021-09-29 14:32:59,47.66379474,17.66215354,4,119.507,44.218,0.630,30,22,27,,
T,2021-09-29 14:33:00,47.66379973,17.66215886,4,119.240,44.218,0.600,30,22,27,,
T,2021-09-29 14:33:01,47.66380535,17.66216489,4,119.186,44.218,0.710,30,21,27,,
T,2021-09-29 14:33:02,47.66381025,17.66216968,4,118.992,44.218,0.670,30,22,28,,
T,2021-09-29 14:33:03,47.66381618,17.66217536,4,119.600,44.218,0.820,29,23,28,,
T,2021-09-29 14:33:04,47.66382262,17.66218119,10,119.513,44.218,0.800,29,23,28,,
T,2021-09-29 14:33:05,47.66382793,17.66218671,10,119.467,44.218,0.770,29,23,28,,
T,2021-09-29 14:33:06,47.66383203,17.66219175,10,119.485,44.218,0.600,29,23,28,,
T,2021-09-29 14:33:07,47.66383570,17.66219517,10,119.368,44.218,0.540,28,23,28,,
T,2021-09-29 14:33:08,47.66383842,17.66219808,10,119.437,44.218,0.410,28,21,28,,
T,2021-09-29 14:33:09,47.66384019,17.66220205,10,119.819,44.218,0.280,28,20,28,,
T,2021-09-29 14:33:10,47.66384148,17.66220289,10,119.931,44.218,0.000,,20,28,,
T,2021-09-29 14:33:11,47.66384591,17.66220559,10,120.012,44.218,0.620,28,20,28,,
T,2021-09-29 14:33:12,47.66385855,17.66221541,10,120.477,44.218,1.810,29,22,28,,
T,2021-09-29 14:33:13,47.66387742,17.66223164,10,120.445,44.218,2.560,29,23,28,,
T,2021-09-29 14:33:14,47.66390732,17.66225796,10,120.279,44.218,4.000,31,24,28,,
T,2021-09-29 14:33:15,47.66395418,17.66229703,10,120.262,44.218,5.210,29,24,28,,
T,2021-09-29 14:33:16,47.66399864,17.66233322,10,120.285,44.217,5.630,27,24,28,,
T,2021-09-29 14:33:17,47.66405449,17.66237702,10,120.187,44.217,6.880,27,24,28,,
T,2021-09-29 14:33:18,47.66411450,17.66242348,10,120.393,44.217,7.380,29,25,28,,
T,2021-09-29 14:33:19,47.66417651,17.66247569,10,120.532,44.217,7.800,31,25,28,,
T,2021-09-29 14:33:20,47.66423756,17.66252900,10,120.884,44.217,7.710,33,24,28,,
T,2021-09-29 14:33:21,47.66428677,17.66257857,10,120.801,44.217,6.850,33,25,28,,
T,2021-09-29 14:33:22,47.66432866,17.66262176,10,120.458,44.217,6.190,34,24,28,,
T,2021-09-29 14:33:23,47.66438219,17.66267454,10,120.174,44.217,6.870,34,24,28,,
T,2021-09-29 14:33:24,47.66444025,17.66273026,10,120.109,44.216,7.370,35,23,28,,
T,2021-09-29 14:33:25,47.66449453,17.66279099,10,119.990,44.216,7.660,36,23,28,,
T,2021-09-29 14:33:26,47.66454939,17.66284584,10,119.163,44.216,7.380,37,24,28,,
T,2021-09-29 14:33:27,47.66459519,17.66289857,4,118.970,44.216,6.400,39,24,28,,
T,2021-09-29 14:33:28,47.66463329,17.66294425,4,118.714,44.216,5.230,40,24,28,,
T,2021-09-29 14:33:29,47.66465513,17.66297435,4,118.536,44.216,3.460,41,24,28,,
T,2021-09-29 14:33:30,47.66466091,17.66298206,4,118.006,44.216,1.320,41,24,28,,
T,2021-09-29 14:33:31,47.66466049,17.66298440,4,117.790,44.216,0.000,,25,28,,
