type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-09-29 14:33:32,47.66465766,17.66298194,4,117.776,44.216,0.000,,24,28,,
T,2021-09-29 14:33:33,47.66465835,17.66298019,4,117.560,44.216,0.000,,23,28,,
T,2021-09-29 14:33:34,47.66465866,17.66297927,4,117.436,44.216,0.000,,23,28,,
T,2021-09-29 14:33:35,47.66466104,17.66297719,4,117.594,44.216,0.000,,23,28,,
T,2021-09-29 14:33:36,47.66466167,17.66297695,4,117.499,44.216,0.000,,23,28,,
T,2021-09-29 14:33:37,47.66466053,17.66297620,4,117.461,44.216,0.000,,22,28,,
T,2021-09-29 14:33:38,47.66466055,17.66297484,4,117.515,44.216,0.000,,21,28,,
T,2021-09-29 14:33:39,47.66465995,17.66297161,4,117.446,44.216,0.000,,21,28,,
T,2021-09-29 14:33:40,47.66466000,17.66297307,4,117.506,44.216,0.000,,21,28,,
T,2021-09-29 14:33:41,47.66465836,17.66297352,4,117.519,44.216,0.000,,19,28,,
T,2021-09-29 14:33:42,47.66465846,17.66297429,4,117.399,44.216,0.000,,19,28,,
T,2021-09-29 14:33:43,47.66465892,17.66297447,4,117.447,44.216,0.000,,19,28,,
T,2021-09-29 14:33:44,47.66465897,17.66297469,4,117.446,44.216,0.000,,18,28,,
T,2021-09-29 14:33:45,47.66465893,17.66297473,4,117.448,44.216,0.000,,17,28,,
T,2021-09-29 14:33:46,47.66465893,17.66297478,4,117.446,44.216,0.000,,17,28,,
T,2021-09-29 14:33:47,47.66465892,17.66297481,4,117.448,44.216,0.000,,17,28,,
T,2021-09-29 14:33:48,47.66465892,17.66297481,4,117.448,44.216,0.000,,17,28,,
T,2021-09-29 14:33:49,47.66465891,17.66297479,4,117.450,44.216,0.000,,19,28,,
T,2021-09-29 14:33:50,47.66465892,17.66297475,4,117.450,44.216,0.000,,19,28,,
T,2021-09-29 14:33:51,47.66465891,17.66297473,4,117.451,44.216,0.000,,19,28,,
T,2021-09-29 14:33:52,47.66465891,17.66297468,4,117.452,44.216,0.000,,20,28,,
T,2021-09-29 14:33:53,47.66465891,17.66297465,4,117.455,44.216,0.000,,20,28,,
T,2021-09-29 14:33:54,47.66465891,17.66297464,4,117.454,44.216,0.000,,20,28,,
T,2021-09-29 14:33:55,47.66465891,17.66297462,4,117.455,44.216,0.000,,19,28,,
T,2021-09-29 14:33:56,47.66465891,17.66297460,4,117.458,44.216,0.000,,19,28,,
T,2021-09-29 14:33:57,47.66465891,17.66297458,4,117.457,44.216,0.000,,19,28,,
T,2021-09-29 14:33:58,47.66465890,17.66297457,4,117.457,44.216,0.000,,19,28,,
T,2021-09-29 14:33:59,47.66465890,17.66297455,4,117.457,44.216,0.000,,22,28,,
T,2021-09-29 14:34:00,47.66465889,17.66297455,4,117.455,44.216,0.000,,22,28,,
T,2021-09-29 14:34:01,47.66465889,17.66297453,4,117.456,44.216,0.000,,22,28,,
T,2021-09-29 14:34:02,47.66465890,17.66297452,4,117.460,44.216,0.000,,22,28,,
T,2021-09-29 14:34:03,47.66465891,17.66297453,4,117.462,44.216,0.000,,22,28,,
T,2021-09-29 14:34:04,47.66465892,17.66297452,4,117.460,44.216,0.000,,22,28,,
T,2021-09-29 14:34:05,47.66465893,17.66297452,4,117.463,44.216,0.000,,22,28,,
T,2021-09-29 14:34:06,47.66465892,17.66297453,4,117.462,44.216,0.000,,22,28,,
T,2021-09-29 14:34:07,47.66465890,17.66297451,4,117.460,44.216,0.000,,22,28,,
T,2021-09-29 14:34:08,47.66465891,17.66297450,4,117.460,44.216,0.000,,23,28,,
T,2021-09-29 14:34:09,47.66465890,17.66297448,4,117.462,44.216,0.000,,22,28,,
T,2021-09-29 14:34:10,47.66465889,17.66297446,4,117.463,44.216,0.000,,22,28,,
T,2021-09-29 14:34:11,47.66465889,17.66297442,4,117.465,44.216,0.000,,22,28,,
T,2021-09-29 14:34:12,47.66465889,17.66297439,4,117.468,44.216,0.000,,22,28,,
T,2021-09-29 14:34:13,47.66465888,17.66297437,4,117.469,44.216,0.000,,22,28,,
T,2021-09-29 14:34:14,47.66465887,17.66297434,4,117.472,44.216,0.000,,21,28,,
T,2021-09-29 14:34:15,47.66465888,17.66297432,4,117.474,44.216,0.000,,21,28,,
T,2021-09-29 14:34:16,47.66465887,17.66297432,4,117.476,44.216,0.000,,20,28,,
T,2021-09-29 14:34:17,47.66465888,17.66297431,4,117.477,44.216,0.000,,20,28,,
T,2021-09-29 14:34:18,47.66465888,17.66297430,4,117.481,44.216,0.000,,20,28,,
T,2021-09-29 14:34:19,47.66465887,17.66297432,4,117.481,44.216,0.000,,20,28,,
T,2021-09-29 14:34:20,47.66465888,17.66297434,4,117.485,44.216,0.000,,22,28,,
T,2021-09-29 14:34:21,47.66465889,17.66297433,4,117.488,44.216,0.000,,22,28,,
T,2021-09-29 14:34:22,47.66465889,17.66297436,4,117.489,44.216,0.000,,22,28,,
T,2021-09-29 14:34:23,47.66465889,17.66297438,4,117.492,44.216,0.000,,22,28,,
T,2021-09-29 14:34:24,47.66465888,17.66297441,4,117.493,44.216,0.000,,22,28,,
T,2021-09-29 14:34:25,47.66465886,17.66297441,4,117.494,44.216,0.000,,22,28,,
T,2021-09-29 14:34:26,47.66465884,17.66297442,4,117.494,44.216,0.000,,20,28,,
T,2021-09-29 14:34:27,47.66465884,17.66297441,4,117.496,44.216,0.000,,20,28,,
T,2021-09-29 14:34:28,47.66465883,17.66297438,4,117.496,44.216,0.000,,20,28,,
T,2021-09-29 14:34:29,47.66465883,17.66297437,4,117.493,44.216,0.000,,20,28,,
T,2021-09-29 14:34:30,47.66465883,17.66297436,4,117.490,44.216,0.000,,20,28,,
T,2021-09-29 14:34:31,47.66465882,17.66297437,4,117.487,44.216,0.000,,20,28,,
T,2021-09-29 14:34:32,47.66465883,17.66297437,4,117.490,44.216,0.000,,20,28,,
T,2021-09-29 14:34:33,47.66465881,17.66297436,4,117.486,44.216,0.000,,20,28,,
T,2021-09-29 14:34:34,47.66465879,17.66297432,4,117.484,44.216,0.000,,20,28,,
T,2021-09-29 14:34:35,47.66465879,17.66297433,4,117.483,44.216,0.000,,22,28,,
T,2021-09-29 14:34:36,47.66465876,17.66297434,4,117.481,44.216,0.000,,22,28,,
T,2021-09-29 14:34:37,47.66465876,17.66297434,4,117.480,44.216,0.000,,22,28,,
T,2021-09-29 14:34:38,47.66465877,17.66297434,4,117.481,44.216,0.000,,22,28,,
T,2021-09-29 14:34:39,47.66465877,17.66297433,4,117.478,44.216,0.000,,23,28,,
T,2021-09-29 14:34:40,47.66465876,17.66297435,4,117.478,44.216,0.000,,23,28,,
T,2021-09-29 14:34:41,47.66465876,17.66297434,4,117.476,44.216,0.000,,23,28,,
T,2021-09-29 14:34:42,47.66465877,17.66297435,4,117.476,44.216,0.000,,23,28,,
T,2021-09-29 14:34:43,47.66465877,17.66297435,4,117.477,44.216,0.000,,23,28,,
T,2021-09-29 14:34:44,47.66465877,17.66297435,4,117.478,44.216,0.000,,22,28,,
T,2021-09-29 14:34:45,47.66465878,17.66297438,4,117.478,44.216,0.000,,22,28,,
T,2021-09-29 14:34:46,47.66465877,17.66297438,4,117.478,44.216,0.000,,23,28,,
T,2021-09-29 14:34:47,47.66465875,17.66297440,4,117.477,44.216,0.000,,23,28,,
T,2021-09-29 14:34:48,47.66465875,17.66297442,4,117.477,44.216,0.000,,24,28,,
T,2021-09-29 14:34:49,47.66466178,17.66297968,4,117.312,44.216,0.470,42,24,28,,
T,2021-09-29 14:34:50,47.66467891,17.66300493,4,118.028,44.216,2.670,42,23,28,,
T,2021-09-29 14:34:51,47.66471189,17.66304305,4,118.230,44.216,4.800,36,25,28,,
T,2021-09-29 14:34:52,47.66475154,17.66307410,4,117.519,44.216,4.990,26,25,28,,
T,2021-09-29 14:34:53,47.66481555,17.66308631,4,117.486,44.216,6.530,7,26,28,,
T,2021-09-29 14:34:54,47.66488646,17.66307184,4,117.257,44.215,7.730,346,26,28,,
T,2021-09-29 14:34:55,47.66494711,17.66302496,4,117.513,44.215,7.800,326,26,28,,
T,2021-09-29 14:34:56,47.66501549,17.66292675,4,117.335,44.215,9.540,313,26,28,,
T,2021-09-29 14:34:57,47.66507567,17.66282164,4,117.529,44.215,10.320,308,25,28,,
T,2021-09-29 14:34:58,47.66513744,17.66271300,4,117.450,44.215,10.880,310,25,28,,
T,2021-09-29 14:34:59,47.66520328,17.66259972,4,117.040,44.215,11.200,311,25,28,,
T,2021-09-29 14:35:00,47.66527160,17.66248487,4,116.568,44.214,11.480,311,24,28,,
T,2021-09-29 14:35:01,47.66534334,17.66236656,4,116.357,44.214,11.880,312,24,28,,
T,2021-09-29 14:35:02,47.66541178,17.66225035,4,115.801,44.214,11.960,312,24,28,,
T,2021-09-29 14:35:03,47.66548520,17.66213029,4,115.514,44.214,11.810,312,24,28,,
T,2021-09-29 14:35:04,47.66555302,17.66201381,4,115.157,44.214,11.750,312,23,28,,
T,2021-09-29 14:35:05,47.66562682,17.66189243,4,114.976,44.214,11.590,312,15,28,,
T,2021-09-29 14:35:06,47.66569629,17.66177898,4,114.442,44.213,11.400,312,17,28,,
T,2021-09-29 14:35:07,47.66576248,17.66166951,4,114.174,44.213,11.150,311,18,28,,
T,2021-09-29 14:35:08,47.66582928,17.66155491,4,114.035,44.213,10.920,311,18,28,,
T,2021-09-29 14:35:09,47.66589514,17.66144462,4,113.996,44.213,11.000,311,18,28,,
T,2021-09-29 14:35:10,47.66595844,17.66133202,4,113.861,44.213,10.800,311,20,28,,
T,2021-09-29 14:35:11,47.66601784,17.66122922,4,113.459,44.213,10.450,310,19,28,,
T,2021-09-29 14:35:12,47.66607766,17.66112542,4,113.469,44.213,10.010,310,18,28,,
T,2021-09-29 14:35:13,47.66613433,17.66102200,4,113.631,44.212,9.430,309,18,28,,
T,2021-09-29 14:35:14,47.66618543,17.66093019,4,113.717,44.212,8.870,309,19,27,,
T,2021-09-29 14:35:15,47.66623293,17.66084096,4,113.684,44.212,8.530,308,19,27,,
T,2021-09-29 14:35:16,47.66628108,17.66075010,4,113.689,44.212,8.230,308,19,27,,
T,2021-09-29 14:35:17,47.66632408,17.66067021,4,113.130,44.212,7.080,308,15,27,,
T,2021-09-29 14:35:18,47.66636138,17.66060123,4,113.016,44.212,6.130,309,18,27,,
T,2021-09-29 14:35:19,47.66639579,17.66054153,4,112.655,44.212,5.630,311,15,28,,
T,2021-09-29 14:35:20,47.66642472,17.66049305,4,112.575,44.212,4.010,312,17,28,,
T,2021-09-29 14:35:21,47.66644470,17.66046660,4,113.082,44.212,1.910,314,17,28,,
T,2021-09-29 14:35:22,47.66645418,17.66045281,4,112.649,44.212,0.870,314,17,28,,
T,2021-09-29 14:35:23,47.66645967,17.66044631,4,112.619,44.212,0.680,315,17,28,,
T,2021-09-29 14:35:24,47.66646999,17.66043353,4,112.563,44.212,1.950,316,18,28,,
T,2021-09-29 14:35:25,47.66649984,17.66041716,4,112.846,44.212,4.380,328,20,28,,
T,2021-09-29 14:35:26,47.66654726,17.66041097,4,112.457,44.211,5.540,350,20,28,,
T,2021-09-29 14:35:27,47.66659884,17.66042414,4,112.056,44.211,6.730,11,19,28,,
T,2021-09-29 14:35:28,47.66666211,17.66046987,4,111.671,44.211,8.380,29,21,28,,
T,2021-09-29 14:35:29,47.66672655,17.66055451,4,111.836,44.211,9.750,42,19,28,,
T,2021-09-29 14:35:30,47.66679098,17.66065412,4,112.081,44.211,10.940,45,18,27,,
T,2021-09-29 14:35:31,47.66685918,17.66075287,4,112.039,44.211,10.960,45,20,27,,
T,2021-09-29 14:35:32,47.66693361,17.66085307,4,111.983,44.211,10.880,43,18,27,,
T,2021-09-29 14:35:33,47.66700705,17.66094863,4,112.043,44.210,10.800,42,17,28,,
T,2021-09-29 14:35:34,47.66707857,17.66103967,4,112.365,44.210,10.610,41,18,28,,
T,2021-09-29 14:35:35,47.66714552,17.66112845,4,112.298,44.210,10.320,42,18,28,,
T,2021-09-29 14:35:36,47.66721428,17.66122136,4,112.192,44.210,10.820,42,21,28,,
T,2021-09-29 14:35:37,47.66727960,17.66133274,4,112.499,44.210,11.350,45,21,28,,
T,2021-09-29 14:35:38,47.66734973,17.66145524,4,112.296,44.210,12.280,48,20,28,,
T,2021-09-29 14:35:39,47.66742285,17.66157623,4,112.550,44.209,13.310,47,22,28,,
T,2021-09-29 14:35:40,47.66750762,17.66171133,4,111.849,44.209,13.500,46,19,28,,
T,2021-09-29 14:35:41,47.66759052,17.66184550,4,111.487,44.209,13.870,45,19,28,,
T,2021-09-29 14:35:42,47.66768132,17.66197848,4,111.771,44.209,14.320,44,19,28,,
T,2021-09-29 14:35:43,47.66776864,17.66211081,4,111.810,44.209,14.460,44,20,28,,
T,2021-09-29 14:35:44,47.66785961,17.66224567,4,111.720,44.208,14.420,45,20,28,,
T,2021-09-29 14:35:45,47.66795480,17.66238385,4,111.550,44.208,14.340,45,21,28,,
T,2021-09-29 14:35:46,47.66804547,17.66251679,4,111.538,44.208,14.250,45,19,28,,
T,2021-09-29 14:35:47,47.66813410,17.66264778,4,111.365,44.208,14.180,45,21,28,,
T,2021-09-29 14:35:48,47.66822648,17.66278502,4,111.277,44.207,14.170,45,21,28,,
T,2021-09-29 14:35:49,47.66831795,17.66292089,4,111.343,44.207,14.330,45,20,28,,
T,2021-09-29 14:35:50,47.66840843,17.66305451,4,110.650,44.207,14.440,45,20,28,,
T,2021-09-29 14:35:51,47.66849739,17.66318965,4,110.704,44.207,14.680,45,22,28,,
T,2021-09-29 14:35:52,47.66859030,17.66333100,4,110.329,44.207,14.810,45,20,28,,
T,2021-09-29 14:35:53,47.66868785,17.66347351,4,110.565,44.206,14.840,45,19,28,,
T,2021-09-29 14:35:54,47.66878160,17.66361178,4,110.510,44.206,14.620,45,21,28,,
T,2021-09-29 14:35:55,47.66886986,17.66374905,4,111.068,44.206,14.580,45,21,28,,
T,2021-09-29 14:35:56,47.66896459,17.66389560,4,111.591,44.206,14.580,45,20,28,,
T,2021-09-29 14:35:57,47.66905639,17.66403183,4,111.384,44.205,14.530,45,20,28,,
T,2021-09-29 14:35:58,47.66914791,17.66416956,4,111.907,44.205,14.540,45,23,28,,
T,2021-09-29 14:35:59,47.66923760,17.66430332,4,112.075,44.205,14.510,45,21,28,,
T,2021-09-29 14:36:00,47.66932877,17.66443550,4,112.624,44.205,14.230,45,20,28,,
T,2021-09-29 14:36:01,47.66942288,17.66457032,4,112.713,44.205,13.930,45,21,28,,
T,2021-09-29 14:36:02,47.66951041,17.66470087,4,112.766,44.204,13.660,45,22,28,,
T,2021-09-29 14:36:03,47.66959460,17.66482412,4,112.665,44.204,13.320,45,20,28,,
T,2021-09-29 14:36:04,47.66968052,17.66495148,4,112.868,44.204,12.960,46,20,28,,
T,2021-09-29 14:36:05,47.66975959,17.66507332,4,112.924,44.204,12.650,47,21,28,,
T,2021-09-29 14:36:06,47.66983574,17.66520118,4,112.645,44.204,12.750,49,22,28,,
T,2021-09-29 14:36:07,47.66990983,17.66532302,4,112.953,44.203,12.730,47,22,28,,
T,2021-09-29 14:36:08,47.66999051,17.66544625,4,112.997,44.203,12.910,45,24,28,,
T,2021-09-29 14:36:09,47.67007659,17.66556768,4,113.180,44.203,12.870,43,20,28,,
T,2021-09-29 14:36:10,47.67016020,17.66567826,4,113.195,44.203,12.870,42,19,28,,
T,2021-09-29 14:36:11,47.67024560,17.66579553,4,113.716,44.203,13.020,43,23,28,,
T,2021-09-29 14:36:12,47.67033325,17.66592279,4,113.731,44.202,13.300,45,21,28,,
T,2021-09-29 14:36:13,47.67041824,17.66605062,4,113.550,44.202,13.610,46,20,28,,
T,2021-09-29 14:36:14,47.67050372,17.66618430,4,113.597,44.202,13.900,46,22,28,,
T,2021-09-29 14:36:15,47.67058781,17.66631772,4,113.611,44.202,14.110,47,20,28,,
T,2021-09-29 14:36:16,47.67067373,17.66645609,4,113.438,44.202,14.370,48,20,28,,
T,2021-09-29 14:36:17,47.67076414,17.66660398,4,113.021,44.201,14.570,48,21,28,,
T,2021-09-29 14:36:18,47.67085127,17.66675059,4,112.873,44.201,14.780,48,22,28,,
T,2021-09-29 14:36:19,47.67093987,17.66689888,4,113.451,44.201,14.930,49,23,28,,
T,2021-09-29 14:36:20,47.67102763,17.66705393,4,113.938,44.201,14.920,49,20,28,,
T,2021-09-29 14:36:21,47.67111486,17.66720298,4,113.751,44.201,14.830,50,21,28,,
T,2021-09-29 14:36:22,47.67119991,17.66735602,4,113.400,44.200,14.810,51,21,28,,
T,2021-09-29 14:36:23,47.67128028,17.66750748,4,113.597,44.200,14.940,53,21,28,,
T,2021-09-29 14:36:24,47.67136015,17.66766849,4,113.539,44.200,14.950,54,18,28,,
T,2021-09-29 14:36:25,47.67144146,17.66783587,4,113.545,44.200,14.900,55,19,28,,
T,2021-09-29 14:36:26,47.67152002,17.66799364,4,113.425,44.200,14.860,54,19,28,,
T,2021-09-29 14:36:27,47.67159893,17.66814796,4,113.362,44.199,14.990,52,20,28,,
T,2021-09-29 14:36:28,47.67168669,17.66830604,4,113.286,44.199,15.190,49,18,28,,
T,2021-09-29 14:36:29,47.67177974,17.66845630,4,113.341,44.199,15.440,47,19,28,,
T,2021-09-29 14:36:30,47.67187705,17.66860009,4,113.398,44.199,15.560,45,20,28,,
T,2021-09-29 14:36:31,47.67197619,17.66873924,4,113.268,44.198,15.760,43,20,28,,
T,2021-09-29 14:36:32,47.67208188,17.66887639,4,113.067,44.198,15.660,41,17,28,,
T,2021-09-29 14:36:33,47.67219127,17.66901485,4,113.528,44.198,15.590,40,16,28,,
T,2021-09-29 14:36:34,47.67229914,17.66914790,4,113.642,44.198,15.470,39,19,28,,
T,2021-09-29 14:36:35,47.67240236,17.66927279,4,113.700,44.197,15.390,39,20,28,,
T,2021-09-29 14:36:36,47.67251549,17.66940526,4,113.572,44.197,15.360,39,22,28,,
T,2021-09-29 14:36:37,47.67262202,17.66953358,4,113.510,44.197,15.280,39,21,28,,
T,2021-09-29 14:36:38,47.67272927,17.66966006,4,113.806,44.197,15.240,39,21,28,,
T,2021-09-29 14:36:39,47.67283330,17.66978407,4,113.606,44.196,15.120,39,22,28,,
T,2021-09-29 14:36:40,47.67293889,17.66990983,4,113.732,44.196,15.010,39,21,28,,
T,2021-09-29 14:36:41,47.67304883,17.67003846,4,113.633,44.196,14.890,39,21,29,,
T,2021-09-29 14:36:42,47.67315290,17.67016017,4,113.512,44.196,14.680,39,23,29,,
T,2021-09-29 14:36:43,47.67325338,17.67027504,4,113.488,44.195,14.420,39,23,29,,
T,2021-09-29 14:36:44,47.67335871,17.67039563,4,113.277,44.195,14.300,38,23,29,,
T,2021-09-29 14:36:45,47.67346019,17.67050999,4,113.331,44.195,14.250,38,21,29,,
T,2021-09-29 14:36:46,47.67356240,17.67062823,4,112.873,44.195,14.120,38,21,29,,
T,2021-09-29 14:36:47,47.67365678,17.67073935,4,112.948,44.194,13.800,39,24,29,,
T,2021-09-29 14:36:48,47.67375449,17.67084977,4,113.265,44.194,13.340,37,21,29,,
T,2021-09-29 14:36:49,47.67385301,17.67094777,4,112.975,44.194,12.680,33,21,29,,
T,2021-09-29 14:36:50,47.67394701,17.67102378,4,112.765,44.194,12.120,27,22,29,,
T,2021-09-29 14:36:51,47.67404064,17.67108515,4,112.615,44.194,11.330,22,22,29,,
T,2021-09-29 14:36:52,47.67413373,17.67114001,4,112.613,44.193,10.350,22,25,29,,
T,2021-09-29 14:36:53,47.67421522,17.67119216,4,112.638,44.193,9.290,24,21,29,,
T,2021-09-29 14:36:54,47.67428794,17.67124155,4,112.728,44.193,8.380,25,22,29,,
T,2021-09-29 14:36:55,47.67434804,17.67128315,4,112.819,44.193,6.910,25,24,29,,
T,2021-09-29 14:36:56,47.67439725,17.67131798,4,112.667,44.193,5.370,25,22,29,,
T,2021-09-29 14:36:57,47.67443590,17.67134575,4,112.755,44.193,3.870,25,22,29,,
T,2021-09-29 14:36:58,47.67446262,17.67136360,4,112.829,44.193,2.660,25,22,29,,
T,2021-09-29 14:36:59,47.67447519,17.67137268,4,113.313,44.193,0.730,25,23,29,,
T,2021-09-29 14:37:00,47.67447832,17.67137599,4,113.385,44.192,0.270,25,22,29,,
T,2021-09-29 14:37:01,47.67447857,17.67137459,4,113.063,44.192,0.170,25,23,29,,
T,2021-09-29 14:37:02,47.67447864,17.67137278,4,113.108,44.192,0.000,,22,29,,
T,2021-09-29 14:37:03,47.67447867,17.67137273,4,113.108,44.192,0.000,,19,29,,
T,2021-09-29 14:37:04,47.67447867,17.67137272,4,113.109,44.192,0.000,,20,29,,
T,2021-09-29 14:37:05,47.67447865,17.67137277,4,113.109,44.192,0.000,,22,29,,
T,2021-09-29 14:37:06,47.67447866,17.67137275,4,113.108,44.192,0.000,,21,29,,
T,2021-09-29 14:37:07,47.67447868,17.67137272,4,113.108,44.192,0.000,,21,29,,
T,2021-09-29 14:37:08,47.67447866,17.67137269,4,113.109,44.192,0.000,,21,29,,
T,2021-09-29 14:37:09,47.67447867,17.67137268,4,113.108,44.192,0.000,,21,29,,
T,2021-09-29 14:37:10,47.67447868,17.67137269,4,113.107,44.192,0.000,,22,29,,
T,2021-09-29 14:37:11,47.67447868,17.67137270,4,113.109,44.192,0.000,,21,29,,
T,2021-09-29 14:37:12,47.67447867,17.67137268,4,113.107,44.192,0.000,,20,29,,
T,2021-09-29 14:37:13,47.67447867,17.67137267,4,113.106,44.192,0.000,,19,29,,
T,2021-09-29 14:37:14,47.67447867,17.67137269,4,113.108,44.192,0.000,,19,29,,
T,2021-09-29 14:37:15,47.67447868,17.67137269,4,113.107,44.192,0.000,,19,29,,
T,2021-09-29 14:37:16,47.67447867,17.67137268,4,113.107,44.192,0.000,,20,29,,
T,2021-09-29 14:37:17,47.67447871,17.67137270,4,113.107,44.192,0.000,,20,29,,
T,2021-09-29 14:37:18,47.67448386,17.67138034,4,114.109,44.192,1.570,24,22,28,,
T,2021-09-29 14:37:19,47.67450254,17.67139362,4,114.164,44.192,2.780,24,22,28,,
T,2021-09-29 14:37:20,47.67452515,17.67140928,4,114.161,44.192,2.750,24,21,28,,
T,2021-09-29 14:37:21,47.67454751,17.67142670,4,114.312,44.192,2.610,24,20,28,,
T,2021-09-29 14:37:22,47.67456735,17.67144072,4,114.003,44.192,2.370,24,22,28,,
T,2021-09-29 14:37:23,47.67458587,17.67145249,4,113.887,44.192,2.200,23,23,28,,
T,2021-09-29 14:37:24,47.67460845,17.67146313,4,114.685,44.192,2.850,16,21,29,,
T,2021-09-29 14:37:25,47.67464018,17.67145728,4,114.852,44.192,4.260,352,25,29,,
T,2021-09-29 14:37:26,47.67467890,17.67142263,4,114.836,44.192,6.060,321,24,29,,
T,2021-09-29 14:37:27,47.67471239,17.67135148,4,114.808,44.192,7.630,297,24,29,,
T,2021-09-29 14:37:28,47.67473771,17.67125006,4,114.886,44.192,8.670,284,21,29,,
T,2021-09-29 14:37:29,47.67475326,17.67113373,4,114.796,44.192,9.340,281,21,29,,
T,2021-09-29 14:37:30,47.67477808,17.67101111,4,114.872,44.192,10.640,284,23,29,,
T,2021-09-29 14:37:31,47.67480852,17.67086739,4,114.843,44.192,12.080,287,25,29,,
T,2021-09-29 14:37:32,47.67484563,17.67069840,4,114.763,44.192,13.350,287,21,29,,
T,2021-09-29 14:37:33,47.67488074,17.67052209,4,114.628,44.192,14.060,285,18,29,,
T,2021-09-29 14:37:34,47.67491498,17.67034029,4,114.611,44.191,14.490,285,22,29,,
T,2021-09-29 14:37:35,47.67494724,17.67015261,4,114.302,44.191,15.360,283,19,29,,
T,2021-09-29 14:37:36,47.67498089,17.66995127,4,114.258,44.191,15.880,283,18,29,,
T,2021-09-29 14:37:37,47.67501997,17.66973565,4,114.268,44.191,16.290,285,22,29,,
T,2021-09-29 14:37:38,47.67506158,17.66952586,4,114.100,44.191,16.500,287,20,29,,
T,2021-09-29 14:37:39,47.67510725,17.66931376,4,114.043,44.191,16.700,288,19,29,,
T,2021-09-29 14:37:40,47.67515516,17.66909764,4,114.432,44.191,17.030,289,20,29,,
T,2021-09-29 14:37:41,47.67520656,17.66888040,4,114.492,44.191,17.350,290,19,29,,
T,2021-09-29 14:37:42,47.67526483,17.66866000,4,114.806,44.191,17.660,291,18,29,,
T,2021-09-29 14:37:43,47.67532211,17.66844834,4,115.369,44.191,17.760,292,20,29,,
T,2021-09-29 14:37:44,47.67538257,17.66822836,4,116.213,44.190,17.750,292,21,29,,
T,2021-09-29 14:37:45,47.67544535,17.66800405,4,117.155,44.190,17.620,293,20,29,,
T,2021-09-29 14:37:46,47.67550715,17.66779018,4,117.921,44.190,17.450,293,18,29,,
T,2021-09-29 14:37:47,47.67556737,17.66758398,4,118.861,44.190,17.260,294,20,29,,
T,2021-09-29 14:37:48,47.67563498,17.66736840,4,119.729,44.190,17.390,295,22,29,,
T,2021-09-29 14:37:49,47.67570233,17.66715392,4,120.730,44.190,17.630,296,19,29,,
T,2021-09-29 14:37:50,47.67576994,17.66694797,4,121.371,44.190,17.650,297,17,29,,
T,2021-09-29 14:37:51,47.67584034,17.66674287,4,122.177,44.189,17.890,297,17,29,,
T,2021-09-29 14:37:52,47.67591369,17.66653221,4,123.077,44.189,17.890,298,19,29,,
T,2021-09-29 14:37:53,47.67599172,17.66631457,4,123.584,44.189,17.940,298,20,29,,
T,2021-09-29 14:37:54,47.67606869,17.66610414,4,123.923,44.189,17.870,299,19,29,,
T,2021-09-29 14:37:55,47.67614589,17.66590252,4,124.083,44.189,18.020,300,19,29,,
T,2021-09-29 14:37:56,47.67623228,17.66568452,4,123.422,44.188,18.300,301,24,29,,
T,2021-09-29 14:37:57,47.67631713,17.66547442,4,123.413,44.188,18.550,301,25,29,,
T,2021-09-29 14:37:58,47.67640218,17.66526950,4,123.093,44.188,18.720,302,23,29,,
T,2021-09-29 14:37:59,47.67649218,17.66505977,4,122.703,44.188,18.760,303,21,29,,
T,2021-09-29 14:38:00,47.67658374,17.66485156,4,121.990,44.188,18.690,303,21,29,,
T,2021-09-29 14:38:01,47.67668064,17.66463586,4,121.466,44.187,18.690,304,24,29,,
T,2021-09-29 14:38:02,47.67677553,17.66443117,4,120.478,44.187,18.690,305,23,29,,
T,2021-09-29 14:38:03,47.67686931,17.66423263,4,119.646,44.187,18.630,305,24,29,,
T,2021-09-29 14:38:04,47.67696908,17.66402663,4,118.896,44.187,18.390,306,21,29,,
T,2021-09-29 14:38:05,47.67706577,17.66383027,4,118.134,44.186,17.910,307,19,29,,
T,2021-09-29 14:38:06,47.67716064,17.66364301,4,117.390,44.186,17.450,307,21,29,,
T,2021-09-29 14:38:07,47.67725127,17.66346711,4,116.560,44.186,16.860,308,20,29,,
T,2021-09-29 14:38:08,47.67734022,17.66329209,4,115.844,44.186,15.930,308,22,29,,
T,2021-09-29 14:38:09,47.67742348,17.66312617,4,115.251,44.186,14.500,307,20,29,,
T,2021-09-29 14:38:10,47.67749523,17.66298376,4,114.837,44.185,13.070,307,18,29,,
T,2021-09-29 14:38:11,47.67756016,17.66285344,4,114.480,44.185,11.520,307,20,29,,
T,2021-09-29 14:38:12,47.67761868,17.66273676,4,114.191,44.185,9.830,308,20,29,,
T,2021-09-29 14:38:13,47.67766754,17.66264152,4,114.342,44.185,7.980,308,22,29,,
T,2021-09-29 14:38:14,47.67770574,17.66256642,4,114.333,44.185,6.410,308,24,29,,
T,2021-09-29 14:38:15,47.67773588,17.66250867,4,114.293,44.185,5.090,308,25,29,,
T,2021-09-29 14:38:16,47.67775868,17.66246634,4,114.130,44.185,3.130,309,20,29,,
T,2021-09-29 14:38:17,47.67777146,17.66244116,4,114.093,44.185,1.610,309,23,29,,
