type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-09-29 05:23:45,47.67764525,17.66268584,4,117.093,44.185,9.180,308,25,28,,
T,2021-09-29 05:23:46,47.67769737,17.66258310,4,117.149,44.185,9.680,308,23,28,,
T,2021-09-29 05:23:47,47.67774982,17.66247978,4,117.157,44.185,9.670,308,23,28,,
T,2021-09-29 05:23:48,47.67780115,17.66237926,4,117.166,44.185,9.180,308,26,28,,
T,2021-09-29 05:23:49,47.67784851,17.66228599,4,117.186,44.185,8.630,308,23,28,,
T,2021-09-29 05:23:50,47.67789520,17.66219373,4,117.136,44.185,8.650,308,24,28,,
T,2021-09-29 05:23:51,47.67794270,17.66210159,4,116.905,44.184,8.590,307,21,28,,
T,2021-09-29 05:23:52,47.67798702,17.66201322,4,117.097,44.184,7.940,307,24,28,,
T,2021-09-29 05:23:53,47.67802690,17.66193311,4,117.244,44.184,6.940,307,23,28,,
T,2021-09-29 05:23:54,47.67805968,17.66186490,4,117.130,44.184,5.770,307,23,28,,
T,2021-09-29 05:23:55,47.67808876,17.66180718,4,117.156,44.184,4.920,307,21,28,,
T,2021-09-29 05:23:56,47.67811312,17.66175973,4,117.336,44.184,3.960,308,22,28,,
T,2021-09-29 05:23:57,47.67813163,17.66172442,4,117.255,44.184,3.140,308,22,28,,
T,2021-09-29 05:23:58,47.67814618,17.66169664,4,117.452,44.184,2.240,308,22,28,,
T,2021-09-29 05:23:59,47.67815424,17.66167965,4,117.453,44.184,1.090,308,24,28,,
T,2021-09-29 05:24:00,47.67815641,17.66167635,4,117.349,44.184,0.000,,21,28,,
T,2021-09-29 05:24:01,47.67815692,17.66167507,4,117.351,44.184,0.000,,23,28,,
T,2021-09-29 05:24:02,47.67815693,17.66167507,4,117.349,44.184,0.000,,24,28,,
T,2021-09-29 05:24:03,47.67815693,17.66167507,4,117.349,44.184,0.000,,24,28,,
T,2021-09-29 05:24:04,47.67815693,17.66167507,4,117.347,44.184,0.000,,23,28,,
T,2021-09-29 05:24:05,47.67815693,17.66167506,4,117.343,44.184,0.000,,23,28,,
T,2021-09-29 05:24:06,47.67815692,17.66167504,4,117.345,44.184,0.000,,22,28,,
T,2021-09-29 05:24:07,47.67815693,17.66167501,4,117.345,44.184,0.000,,23,28,,
T,2021-09-29 05:24:08,47.67815693,17.66167504,4,117.346,44.184,0.000,,22,28,,
T,2021-09-29 05:24:09,47.67815692,17.66167503,4,117.346,44.184,0.000,,21,28,,
T,2021-09-29 05:24:10,47.67815693,17.66167504,4,117.346,44.184,0.000,,23,28,,
T,2021-09-29 05:24:11,47.67815693,17.66167504,4,117.347,44.184,0.000,,22,28,,
T,2021-09-29 05:24:12,47.67815695,17.66167502,4,117.346,44.184,0.000,,23,28,,
T,2021-09-29 05:24:13,47.67815694,17.66167501,4,117.347,44.184,0.000,,24,28,,
T,2021-09-29 05:24:14,47.67815693,17.66167503,4,117.345,44.184,0.000,,22,28,,
T,2021-09-29 05:24:15,47.67815692,17.66167505,4,117.345,44.184,0.000,,21,28,,
T,2021-09-29 05:24:16,47.67815694,17.66167506,4,117.346,44.184,0.000,,23,28,,
T,2021-09-29 05:24:17,47.67815693,17.66167503,4,117.348,44.184,0.000,,21,28,,
T,2021-09-29 05:24:18,47.67815918,17.66166954,4,117.383,44.184,0.850,308,21,28,,
T,2021-09-29 05:24:19,47.67816865,17.66165166,4,117.396,44.184,2.410,308,24,28,,
T,2021-09-29 05:24:20,47.67818606,17.66161774,4,117.416,44.184,3.940,308,24,28,,
T,2021-09-29 05:24:21,47.67821153,17.66157112,4,117.301,44.184,4.660,308,23,28,,
T,2021-09-29 05:24:22,47.67823923,17.66151677,4,117.241,44.184,4.960,308,26,28,,
T,2021-09-29 05:24:23,47.67826940,17.66145971,4,117.251,44.184,5.650,308,25,28,,
T,2021-09-29 05:24:24,47.67830145,17.66139997,4,117.601,44.184,5.740,308,20,28,,
T,2021-09-29 05:24:25,47.67833537,17.66133705,4,117.571,44.184,6.340,308,23,28,,
T,2021-09-29 05:24:26,47.67837558,17.66126890,4,117.715,44.183,7.150,312,22,28,,
T,2021-09-29 05:24:27,47.67842399,17.66119572,4,117.903,44.183,7.910,315,22,28,,
T,2021-09-29 05:24:28,47.67847758,17.66112252,4,118.042,44.183,7.880,318,24,28,,
T,2021-09-29 05:24:29,47.67852981,17.66105702,4,117.918,44.183,7.720,321,23,28,,
T,2021-09-29 05:24:30,47.67858752,17.66099530,4,117.805,44.183,8.080,325,25,28,,
T,2021-09-29 05:24:31,47.67864929,17.66093771,4,117.585,44.183,8.130,329,26,28,,
T,2021-09-29 05:24:32,47.67870881,17.66089197,4,116.850,44.183,7.620,335,24,28,,
T,2021-09-29 05:24:33,47.67877283,17.66085278,4,116.582,44.182,7.450,340,27,28,,
T,2021-09-29 05:24:34,47.67883815,17.66082067,4,116.792,44.182,7.840,343,25,28,,
T,2021-09-29 05:24:35,47.67890525,17.66078769,4,116.825,44.182,7.940,343,25,28,,
T,2021-09-29 05:24:36,47.67897048,17.66074390,4,116.860,44.182,7.900,335,22,28,,
T,2021-09-29 05:24:37,47.67902755,17.66068331,4,116.897,44.182,7.970,322,23,28,,
T,2021-09-29 05:24:38,47.67907611,17.66060367,4,116.584,44.182,8.210,308,25,28,,
T,2021-09-29 05:24:39,47.67910996,17.66050538,4,116.574,44.182,8.480,293,26,28,,
T,2021-09-29 05:24:40,47.67912597,17.66038911,4,116.410,44.182,9.240,277,25,28,,
T,2021-09-29 05:24:41,47.67912682,17.66025887,4,116.614,44.182,10.040,267,23,28,,
T,2021-09-29 05:24:42,47.67912827,17.66012277,4,116.687,44.182,10.490,271,24,28,,
T,2021-09-29 05:24:43,47.67914100,17.65998204,4,116.845,44.182,10.720,279,23,28,,
T,2021-09-29 05:24:44,47.67916875,17.65984299,4,116.799,44.182,10.560,289,23,28,,
T,2021-09-29 05:24:45,47.67920657,17.65971759,4,116.557,44.181,10.700,297,23,28,,
T,2021-09-29 05:24:46,47.67925309,17.65959484,4,116.594,44.181,10.590,300,24,28,,
T,2021-09-29 05:24:47,47.67930190,17.65947302,4,116.405,44.181,10.730,301,22,28,,
T,2021-09-29 05:24:48,47.67935187,17.65935644,4,116.331,44.181,10.590,303,25,28,,
T,2021-09-29 05:24:49,47.67940839,17.65923924,4,116.171,44.181,10.330,307,23,28,,
T,2021-09-29 05:24:50,47.67946515,17.65913239,4,116.160,44.181,9.900,309,23,28,,
T,2021-09-29 05:24:51,47.67952212,17.65903441,4,116.154,44.181,9.670,312,22,28,,
T,2021-09-29 05:24:52,47.67958075,17.65893986,4,116.199,44.181,9.630,314,17,28,,
T,2021-09-29 05:24:53,47.67964155,17.65885101,4,116.286,44.180,9.670,315,24,28,,
T,2021-09-29 05:24:54,47.67970282,17.65876277,4,116.458,44.180,9.540,316,24,28,,
T,2021-09-29 05:24:55,47.67976518,17.65867459,4,116.576,44.180,9.630,316,21,28,,
T,2021-09-29 05:24:56,47.67982763,17.65858587,4,116.592,44.180,9.640,316,20,28,,
T,2021-09-29 05:24:57,47.67988945,17.65849730,4,116.751,44.180,9.390,316,20,28,,
T,2021-09-29 05:24:58,47.67994894,17.65841404,4,116.794,44.180,9.030,317,17,28,,
T,2021-09-29 05:24:59,47.68000827,17.65833634,4,116.731,44.180,8.660,319,19,28,,
T,2021-09-29 05:25:00,47.68006972,17.65825797,4,116.846,44.179,8.780,320,21,28,,
T,2021-09-29 05:25:01,47.68012773,17.65818295,4,116.797,44.179,8.880,319,20,28,,
T,2021-09-29 05:25:02,47.68018572,17.65810363,4,116.528,44.179,8.720,317,25,28,,
T,2021-09-29 05:25:03,47.68024307,17.65802535,4,116.901,44.179,8.470,316,19,28,,
T,2021-09-29 05:25:04,47.68029624,17.65794836,4,116.919,44.179,8.390,316,20,28,,
T,2021-09-29 05:25:05,47.68035353,17.65786815,4,116.367,44.179,8.620,316,22,28,,
T,2021-09-29 05:25:06,47.68040992,17.65778775,4,116.064,44.179,8.700,316,22,28,,
T,2021-09-29 05:25:07,47.68046627,17.65770481,4,116.219,44.179,9.000,315,21,28,,
T,2021-09-29 05:25:08,47.68052420,17.65762022,4,116.323,44.178,9.060,315,15,28,,
T,2021-09-29 05:25:09,47.68058148,17.65753347,4,116.018,44.178,9.290,315,18,28,,
T,2021-09-29 05:25:10,47.68064068,17.65744659,4,115.965,44.178,9.450,316,19,28,,
T,2021-09-29 05:25:11,47.68070400,17.65735719,4,116.051,44.178,9.720,316,18,28,,
T,2021-09-29 05:25:12,47.68076869,17.65726597,4,116.214,44.178,9.950,316,17,28,,
T,2021-09-29 05:25:13,47.68083490,17.65717163,4,116.141,44.178,10.190,316,25,28,,
T,2021-09-29 05:25:14,47.68090147,17.65707449,4,115.916,44.177,10.450,315,19,28,,
T,2021-09-29 05:25:15,47.68096907,17.65697404,4,115.720,44.177,10.750,315,17,28,,
T,2021-09-29 05:25:16,47.68103779,17.65687314,4,115.477,44.177,10.900,315,17,28,,
T,2021-09-29 05:25:17,47.68110680,17.65677178,4,115.453,44.177,10.840,315,16,28,,
T,2021-09-29 05:25:18,47.68117666,17.65667342,4,114.521,44.177,10.620,316,16,28,,
T,2021-09-29 05:25:19,47.68124473,17.65657735,4,114.491,44.177,10.320,317,20,28,,
T,2021-09-29 05:25:20,47.68130955,17.65648568,4,114.486,44.177,10.070,316,24,28,,
T,2021-09-29 05:25:21,47.68137530,17.65639307,4,114.742,44.176,9.770,316,23,28,,
T,2021-09-29 05:25:22,47.68143641,17.65630495,4,114.690,44.176,9.170,316,26,28,,
T,2021-09-29 05:25:23,47.68149145,17.65622516,4,114.712,44.176,8.260,316,20,28,,
T,2021-09-29 05:25:24,47.68154289,17.65614928,4,114.829,44.176,7.830,316,18,28,,
T,2021-09-29 05:25:25,47.68159345,17.65607877,4,114.880,44.176,7.480,316,22,28,,
T,2021-09-29 05:25:26,47.68163657,17.65602072,4,114.642,44.176,6.000,316,22,28,,
T,2021-09-29 05:25:27,47.68166839,17.65597627,4,114.530,44.176,4.100,316,17,28,,
T,2021-09-29 05:25:28,47.68169151,17.65594387,4,114.552,44.176,2.990,316,17,28,,
T,2021-09-29 05:25:29,47.68170774,17.65592016,4,114.537,44.176,2.050,316,17,28,,
T,2021-09-29 05:25:30,47.68171882,17.65590390,4,114.602,44.176,1.640,316,15,28,,
T,2021-09-29 05:25:31,47.68172878,17.65589028,4,114.507,44.176,1.480,316,18,28,,
T,2021-09-29 05:25:32,47.68173970,17.65587463,4,114.410,44.176,1.910,316,18,28,,
T,2021-09-29 05:25:33,47.68175440,17.65585408,4,114.336,44.175,2.410,316,19,28,,
T,2021-09-29 05:25:34,47.68177050,17.65582966,4,114.419,44.175,2.530,316,19,28,,
T,2021-09-29 05:25:35,47.68178712,17.65580702,4,114.131,44.175,2.570,316,22,28,,
T,2021-09-29 05:25:36,47.68180399,17.65578457,4,113.897,44.175,2.570,317,22,28,,
T,2021-09-29 05:25:37,47.68182182,17.65575989,4,113.967,44.175,2.650,317,24,28,,
T,2021-09-29 05:25:38,47.68183992,17.65573310,4,113.717,44.175,3.080,318,25,28,,
T,2021-09-29 05:25:39,47.68186309,17.65570465,4,113.843,44.175,3.380,319,24,28,,
T,2021-09-29 05:25:40,47.68188793,17.65567588,4,113.862,44.175,3.400,321,24,28,,
T,2021-09-29 05:25:41,47.68191324,17.65564907,4,113.616,44.175,3.240,324,25,28,,
T,2021-09-29 05:25:42,47.68193246,17.65562801,4,113.786,44.175,2.620,327,23,28,,
T,2021-09-29 05:25:43,47.68195308,17.65560895,4,113.707,44.175,2.850,329,23,28,,
T,2021-09-29 05:25:44,47.68197790,17.65558656,4,113.564,44.175,3.800,332,19,28,,
T,2021-09-29 05:25:45,47.68200795,17.65556226,4,114.147,44.175,4.130,336,21,28,,
T,2021-09-29 05:25:46,47.68204590,17.65554527,4,114.460,44.175,4.680,344,23,28,,
T,2021-09-29 05:25:47,47.68208810,17.65554309,4,114.674,44.175,4.890,359,22,28,,
T,2021-09-29 05:25:48,47.68213499,17.65555038,4,114.784,44.175,5.420,9,22,28,,
T,2021-09-29 05:25:49,47.68218466,17.65555739,4,115.133,44.174,5.990,6,23,28,,
T,2021-09-29 05:25:50,47.68224311,17.65555272,4,115.447,44.174,6.710,356,22,28,,
T,2021-09-29 05:25:51,47.68230469,17.65554019,4,115.463,44.174,7.230,351,21,28,,
T,2021-09-29 05:25:52,47.68236909,17.65552588,4,115.732,44.174,7.770,351,20,28,,
T,2021-09-29 05:25:53,47.68244146,17.65551287,4,115.738,44.174,8.360,354,27,28,,
T,2021-09-29 05:25:54,47.68252261,17.65550788,4,115.728,44.174,9.340,357,25,28,,
T,2021-09-29 05:25:55,47.68260684,17.65550507,4,115.781,44.173,9.780,359,23,28,,
T,2021-09-29 05:25:56,47.68269637,17.65550383,4,115.921,44.173,9.710,1,22,28,,
T,2021-09-29 05:25:57,47.68278435,17.65550420,4,116.134,44.173,10.330,2,23,28,,
T,2021-09-29 05:25:58,47.68287685,17.65550792,4,116.250,44.173,10.400,2,25,28,,
T,2021-09-29 05:25:59,47.68297311,17.65551352,4,116.251,44.173,10.580,3,23,28,,
T,2021-09-29 05:26:00,47.68306562,17.65551906,4,116.603,44.172,10.530,3,24,28,,
T,2021-09-29 05:26:01,47.68316517,17.65552357,4,117.045,44.172,11.160,2,25,28,,
T,2021-09-29 05:26:02,47.68326882,17.65553077,4,116.964,44.172,11.780,3,23,28,,
T,2021-09-29 05:26:03,47.68337751,17.65553906,4,117.595,44.172,12.350,3,26,28,,
T,2021-09-29 05:26:04,47.68348685,17.65554634,4,118.187,44.171,12.100,3,27,28,,
T,2021-09-29 05:26:05,47.68359256,17.65555362,4,118.488,44.171,11.610,3,26,28,,
T,2021-09-29 05:26:06,47.68369600,17.65556220,4,118.614,44.171,11.080,3,25,28,,
T,2021-09-29 05:26:07,47.68379232,17.65556843,4,118.900,44.171,10.690,2,27,28,,
T,2021-09-29 05:26:08,47.68388700,17.65557365,4,119.296,44.170,10.890,2,26,28,,
T,2021-09-29 05:26:09,47.68398459,17.65557809,4,119.759,44.170,10.690,2,24,28,,
T,2021-09-29 05:26:10,47.68408194,17.65558466,4,120.184,44.170,10.790,3,27,28,,
T,2021-09-29 05:26:11,47.68417941,17.65559155,4,120.580,44.170,10.970,3,25,28,,
T,2021-09-29 05:26:12,47.68428245,17.65559931,4,120.773,44.170,11.360,3,23,28,,
T,2021-09-29 05:26:13,47.68438132,17.65560642,4,121.116,44.169,11.350,3,25,28,,
T,2021-09-29 05:26:14,47.68448387,17.65561397,4,121.434,44.169,11.440,3,22,28,,
T,2021-09-29 05:26:15,47.68458701,17.65562099,4,121.612,44.169,11.410,3,23,28,,
T,2021-09-29 05:26:16,47.68468759,17.65562786,4,121.830,44.169,11.160,3,22,28,,
T,2021-09-29 05:26:17,47.68478624,17.65563611,4,122.035,44.168,10.700,3,25,28,,
T,2021-09-29 05:26:18,47.68487618,17.65564479,4,122.022,44.168,9.510,4,26,28,,
T,2021-09-29 05:26:19,47.68495565,17.65565108,4,122.015,44.168,8.370,3,26,28,,
T,2021-09-29 05:26:20,47.68502767,17.65565323,4,122.047,44.168,7.810,1,23,28,,
T,2021-09-29 05:26:21,47.68509832,17.65564734,4,121.951,44.168,7.750,355,26,28,,
T,2021-09-29 05:26:22,47.68516660,17.65562377,4,121.867,44.167,7.900,344,25,28,,
T,2021-09-29 05:26:23,47.68523086,17.65557418,4,121.758,44.167,8.450,329,22,28,,
T,2021-09-29 05:26:24,47.68528826,17.65549840,4,121.678,44.167,9.150,314,24,28,,
T,2021-09-29 05:26:25,47.68533908,17.65539450,4,121.230,44.167,9.730,301,28,28,,
T,2021-09-29 05:26:26,47.68538231,17.65527427,4,121.178,44.167,10.480,295,24,28,,
T,2021-09-29 05:26:27,47.68542377,17.65514426,4,120.864,44.167,11.050,294,26,28,,
T,2021-09-29 05:26:28,47.68546702,17.65500201,4,120.155,44.167,11.620,292,26,28,,
T,2021-09-29 05:26:29,47.68550372,17.65485954,4,119.835,44.167,11.900,289,27,28,,
T,2021-09-29 05:26:30,47.68553670,17.65470919,4,119.403,44.167,11.870,287,24,28,,
T,2021-09-29 05:26:31,47.68556596,17.65455515,4,119.089,44.166,11.870,285,21,28,,
T,2021-09-29 05:26:32,47.68559353,17.65440535,4,118.707,44.166,11.530,283,19,28,,
T,2021-09-29 05:26:33,47.68561431,17.65426063,4,118.393,44.166,10.780,282,19,28,,
T,2021-09-29 05:26:34,47.68563256,17.65412750,4,118.306,44.166,9.810,280,22,28,,
T,2021-09-29 05:26:35,47.68564613,17.65400805,4,117.950,44.166,8.550,278,19,28,,
T,2021-09-29 05:26:36,47.68565490,17.65389834,4,117.675,44.166,7.890,276,25,28,,
T,2021-09-29 05:26:37,47.68566144,17.65379700,4,117.431,44.166,7.400,274,23,28,,
T,2021-09-29 05:26:38,47.68566550,17.65370532,4,117.183,44.166,6.640,273,22,28,,
T,2021-09-29 05:26:39,47.68566792,17.65362464,4,117.042,44.166,5.750,272,24,28,,
T,2021-09-29 05:26:40,47.68567021,17.65354852,4,116.990,44.166,5.800,272,26,28,,
T,2021-09-29 05:26:41,47.68567106,17.65347321,4,116.618,44.166,5.000,271,27,28,,
T,2021-09-29 05:26:42,47.68567295,17.65340453,4,116.150,44.166,5.030,271,26,28,,
T,2021-09-29 05:26:43,47.68567276,17.65333532,4,115.859,44.166,5.180,270,25,28,,
T,2021-09-29 05:26:44,47.68567291,17.65325453,4,115.604,44.166,6.310,270,26,28,,
T,2021-09-29 05:26:45,47.68567228,17.65317360,4,115.250,44.166,6.460,270,23,28,,
T,2021-09-29 05:26:46,47.68567209,17.65308534,4,115.326,44.166,6.850,270,22,28,,
T,2021-09-29 05:26:47,47.68567210,17.65298898,4,115.344,44.166,7.450,270,23,28,,
T,2021-09-29 05:26:48,47.68567240,17.65288321,4,115.095,44.166,8.380,271,24,28,,
T,2021-09-29 05:26:49,47.68567298,17.65276379,4,114.865,44.166,9.340,271,23,28,,
T,2021-09-29 05:26:50,47.68567346,17.65263386,4,114.822,44.166,10.040,270,23,28,,
T,2021-09-29 05:26:51,47.68567262,17.65249871,4,114.690,44.166,10.490,270,23,28,,
T,2021-09-29 05:26:52,47.68567157,17.65235095,4,114.675,44.166,11.440,269,25,28,,
T,2021-09-29 05:26:53,47.68567117,17.65219634,4,114.591,44.166,11.760,271,25,28,,
T,2021-09-29 05:26:54,47.68567388,17.65203867,4,114.686,44.166,11.750,271,22,28,,
T,2021-09-29 05:26:55,47.68567591,17.65188426,4,114.716,44.166,11.610,271,21,28,,
T,2021-09-29 05:26:56,47.68567928,17.65173209,4,114.695,44.166,11.790,272,21,28,,
T,2021-09-29 05:26:57,47.68568635,17.65156997,4,114.683,44.166,11.920,275,21,28,,
T,2021-09-29 05:26:58,47.68569970,17.65141370,4,115.094,44.166,11.940,278,23,28,,
T,2021-09-29 05:26:59,47.68571653,17.65125399,4,114.841,44.166,12.130,281,23,28,,
T,2021-09-29 05:27:00,47.68574018,17.65108766,4,114.949,44.166,12.440,283,22,28,,
T,2021-09-29 05:27:01,47.68576945,17.65093258,4,114.848,44.166,12.460,287,23,28,,
T,2021-09-29 05:27:02,47.68580584,17.65077515,4,114.968,44.166,12.530,291,22,28,,
T,2021-09-29 05:27:03,47.68584599,17.65061843,4,114.635,44.166,12.600,293,24,28,,
T,2021-09-29 05:27:04,47.68589218,17.65046417,4,114.500,44.166,12.610,295,26,28,,
T,2021-09-29 05:27:05,47.68594311,17.65031394,4,114.141,44.166,12.530,299,24,28,,
T,2021-09-29 05:27:06,47.68599773,17.65017125,4,113.959,44.166,12.250,301,26,28,,
T,2021-09-29 05:27:07,47.68605407,17.65003498,4,113.860,44.165,11.800,302,23,28,,
T,2021-09-29 05:27:08,47.68611163,17.64990084,4,113.991,44.165,11.700,303,23,28,,
T,2021-09-29 05:27:09,47.68616959,17.64977052,4,114.133,44.165,11.760,304,24,28,,
T,2021-09-29 05:27:10,47.68622753,17.64964086,4,114.093,44.165,11.580,304,25,28,,
T,2021-09-29 05:27:11,47.68628484,17.64951413,4,114.207,44.165,11.500,304,23,28,,
T,2021-09-29 05:27:12,47.68634080,17.64938875,4,114.242,44.165,11.690,304,20,28,,
T,2021-09-29 05:27:13,47.68640093,17.64925616,4,114.367,44.165,11.760,304,24,28,,
T,2021-09-29 05:27:14,47.68645872,17.64912651,4,114.351,44.164,11.940,304,23,28,,
T,2021-09-29 05:27:15,47.68651921,17.64899238,4,114.318,44.164,12.120,304,23,28,,
T,2021-09-29 05:27:16,47.68658260,17.64885288,4,114.315,44.164,12.440,304,24,28,,
T,2021-09-29 05:27:17,47.68664326,17.64871701,4,114.233,44.164,12.740,304,24,28,,
T,2021-09-29 05:27:18,47.68670521,17.64857741,4,114.301,44.164,12.620,304,25,28,,
T,2021-09-29 05:27:19,47.68676869,17.64843537,4,114.501,44.164,12.710,303,22,28,,
T,2021-09-29 05:27:20,47.68683067,17.64829222,4,114.505,44.164,12.840,302,23,28,,
T,2021-09-29 05:27:21,47.68688965,17.64814529,4,114.552,44.163,13.010,300,22,28,,
T,2021-09-29 05:27:22,47.68694826,17.64799411,4,114.655,44.163,13.080,300,23,28,,
T,2021-09-29 05:27:23,47.68700496,17.64784485,4,114.665,44.163,12.770,300,27,28,,
T,2021-09-29 05:27:24,47.68706065,17.64770426,4,114.653,44.163,11.820,301,27,28,,
T,2021-09-29 05:27:25,47.68711292,17.64758021,4,114.522,44.163,10.520,302,27,28,,
T,2021-09-29 05:27:26,47.68716095,17.64746937,4,114.410,44.163,9.040,303,25,28,,
T,2021-09-29 05:27:27,47.68720271,17.64737590,4,114.384,44.163,7.830,304,20,28,,
T,2021-09-29 05:27:28,47.68723751,17.64730166,4,114.808,44.163,6.230,304,24,28,,
T,2021-09-29 05:27:29,47.68726642,17.64723809,4,114.809,44.163,5.200,303,25,28,,
T,2021-09-29 05:27:30,47.68728719,17.64719054,4,114.736,44.163,3.610,303,26,28,,
T,2021-09-29 05:27:31,47.68729920,17.64716135,4,114.741,44.163,1.700,303,25,28,,
T,2021-09-29 05:27:32,47.68730253,17.64715421,4,114.735,44.163,0.000,,22,28,,
T,2021-09-29 05:27:33,47.68730357,17.64715108,4,114.894,44.163,0.000,,26,28,,
T,2021-09-29 05:27:34,47.68730304,17.64715114,4,114.716,44.163,0.000,,26,28,,
T,2021-09-29 05:27:35,47.68730362,17.64715165,4,114.702,44.163,0.000,,25,28,,
T,2021-09-29 05:27:36,47.68730363,17.64715163,4,114.702,44.163,0.000,,24,28,,
T,2021-09-29 05:27:37,47.68730362,17.64715163,4,114.702,44.163,0.000,,24,28,,
T,2021-09-29 05:27:38,47.68730362,17.64715163,4,114.702,44.163,0.000,,26,28,,
T,2021-09-29 05:27:39,47.68730361,17.64715168,4,114.701,44.163,0.000,,25,28,,
T,2021-09-29 05:27:40,47.68730362,17.64715165,4,114.701,44.163,0.000,,25,28,,
T,2021-09-29 05:27:41,47.68730362,17.64715166,4,114.701,44.163,0.000,,24,28,,
T,2021-09-29 05:27:42,47.68730362,17.64715166,4,114.701,44.163,0.000,,24,28,,
T,2021-09-29 05:27:43,47.68730363,17.64715167,4,114.700,44.163,0.000,,24,28,,
T,2021-09-29 05:27:44,47.68730362,17.64715164,4,114.700,44.163,0.000,,25,28,,
T,2021-09-29 05:27:45,47.68730361,17.64715164,4,114.700,44.163,0.000,,24,28,,
T,2021-09-29 05:27:46,47.68730361,17.64715164,4,114.700,44.163,0.000,,25,28,,
T,2021-09-29 05:27:47,47.68730361,17.64715164,4,114.700,44.163,0.000,,25,28,,
T,2021-09-29 05:27:48,47.68730360,17.64715162,4,114.700,44.163,0.000,,25,28,,
T,2021-09-29 05:27:49,47.68730361,17.64715163,4,114.701,44.163,0.000,,26,28,,
T,2021-09-29 05:27:50,47.68730360,17.64715164,4,114.701,44.163,0.000,,26,28,,
T,2021-09-29 05:27:51,47.68730361,17.64715164,4,114.702,44.163,0.000,,27,28,,
T,2021-09-29 05:27:52,47.68730362,17.64715163,4,114.701,44.163,0.000,,24,28,,
T,2021-09-29 05:27:53,47.68730363,17.64715163,4,114.701,44.163,0.000,,23,28,,
T,2021-09-29 05:27:54,47.68730363,17.64715162,4,114.701,44.163,0.000,,24,28,,
T,2021-09-29 05:27:55,47.68730362,17.64715163,4,114.701,44.163,0.000,,23,28,,
T,2021-09-29 05:27:56,47.68730362,17.64715163,4,114.701,44.163,0.000,,24,28,,
T,2021-09-29 05:27:57,47.68730362,17.64715164,4,114.701,44.163,0.000,,24,28,,
T,2021-09-29 05:27:58,47.68730362,17.64715164,4,114.700,44.163,0.000,,24,28,,
T,2021-09-29 05:27:59,47.68730361,17.64715163,4,114.700,44.163,0.000,,23,28,,
T,2021-09-29 05:28:00,47.68730362,17.64715163,4,114.700,44.163,0.000,,22,28,,
T,2021-09-29 05:28:01,47.68730363,17.64715161,4,114.700,44.163,0.000,,25,28,,
T,2021-09-29 05:28:02,47.68730410,17.64715644,4,114.488,44.163,0.000,,25,28,,
T,2021-09-29 05:28:03,47.68730447,17.64715676,4,114.568,44.163,0.000,,26,28,,
T,2021-09-29 05:28:04,47.68731078,17.64714190,4,114.610,44.163,2.000,303,24,28,,
T,2021-09-29 05:28:05,47.68732773,17.64710534,4,114.836,44.162,4.580,303,24,28,,
T,2021-09-29 05:28:06,47.68735562,17.64704335,4,114.925,44.162,6.300,303,23,28,,
T,2021-09-29 05:28:07,47.68738884,17.64697000,4,115.097,44.162,6.560,304,24,28,,
T,2021-09-29 05:28:08,47.68742579,17.64688814,4,115.280,44.162,8.330,304,26,28,,
T,2021-09-29 05:28:09,47.68747246,17.64678433,4,115.427,44.162,10.070,304,28,28,,
T,2021-09-29 05:28:10,47.68752273,17.64667113,4,115.420,44.162,10.240,304,26,28,,
T,2021-09-29 05:28:11,47.68757663,17.64655167,4,115.590,44.162,11.190,304,23,28,,
T,2021-09-29 05:28:12,47.68763511,17.64642203,4,115.734,44.162,12.150,304,28,28,,
T,2021-09-29 05:28:13,47.68769659,17.64628524,4,115.871,44.162,12.660,304,26,28,,
T,2021-09-29 05:28:14,47.68775945,17.64614520,4,115.878,44.161,12.610,304,28,28,,
T,2021-09-29 05:28:15,47.68782076,17.64600632,4,116.015,44.161,12.260,303,25,28,,
T,2021-09-29 05:28:16,47.68787931,17.64587036,4,116.282,44.161,11.880,302,17,28,,
T,2021-09-29 05:28:17,47.68793380,17.64573810,4,116.183,44.161,11.430,301,17,28,,
T,2021-09-29 05:28:18,47.68798548,17.64561407,4,116.455,44.161,10.720,302,22,28,,
T,2021-09-29 05:28:19,47.68803517,17.64550259,4,116.504,44.161,9.310,304,25,28,,
T,2021-09-29 05:28:20,47.68807876,17.64541206,4,116.325,44.161,7.640,306,25,28,,
T,2021-09-29 05:28:21,47.68812024,17.64533266,4,116.786,44.161,7.220,309,24,28,,
T,2021-09-29 05:28:22,47.68816388,17.64525794,4,116.912,44.161,7.700,312,23,28,,
T,2021-09-29 05:28:23,47.68821177,17.64518426,4,117.222,44.160,7.950,314,23,28,,
T,2021-09-29 05:28:24,47.68826253,17.64511006,4,117.235,44.160,8.350,317,22,28,,
T,2021-09-29 05:28:25,47.68832164,17.64503452,4,117.303,44.160,8.320,321,23,28,,
T,2021-09-29 05:28:26,47.68838101,17.64497139,4,117.384,44.160,8.140,327,23,28,,
T,2021-09-29 05:28:27,47.68845162,17.64492511,4,117.050,44.160,8.210,338,21,28,,
T,2021-09-29 05:28:28,47.68852198,17.64489385,4,117.211,44.160,8.350,347,25,28,,
T,2021-09-29 05:28:29,47.68859806,17.64486829,4,118.390,44.160,8.390,348,27,28,,
